Time	Gap	Axial force
s	µm	N
0.00000	495.617	2.76566e-3
5.44000e-4	495.617	2.43378e-3
1.56800e-3	495.617	2.29645e-3
2.59200e-3	495.617	2.78473e-3
3.61600e-3	495.617	1.83487e-3
4.64000e-3	495.617	-8.50677e-4
5.66400e-3	495.617	-3.36838e-3
6.68800e-3	495.617	-3.93295e-3
7.71200e-3	495.617	-2.52151e-3
8.73600e-3	495.617	-7.28607e-4
9.76000e-3	495.617	3.77655e-4
0.0107840	495.617	5.34058e-4
0.0118080	495.617	3.28064e-4
0.0128320	495.617	1.14441e-4
0.0138560	495.617	5.26428e-4
0.0148800	495.535	1.58310e-3
0.0159040	495.535	3.18146e-3
0.0169280	495.535	4.78363e-3
0.0179520	495.535	5.67627e-3
0.0189760	495.535	4.72641e-3
0.0200000	495.535	2.16675e-3
0.0210240	495.535	-9.53674e-4
0.0220480	495.535	-2.68555e-3
0.0230720	495.535	-2.23923e-3
0.0240960	495.535	2.36511e-3
0.0251200	495.535	6.08444e-3
0.0261440	495.535	7.67136e-3
0.0271680	495.535	4.97818e-3
0.0281920	495.535	-1.27792e-3
0.0292160	495.535	-6.91605e-3
0.0302400	495.535	-8.30460e-3
0.0312640	495.535	-4.86374e-3
0.0322880	495.535	7.17163e-4
0.0333120	495.535	4.13132e-3
0.0343360	495.535	4.09317e-3
0.0353600	495.535	1.77383e-3
0.0363840	495.535	-6.98090e-4
0.0374080	495.395	-1.72806e-3
0.0384320	495.395	-8.43048e-4
0.0394560	495.395	1.56784e-3
0.0404800	495.395	3.74222e-3
0.0420160	495.395	1.21689e-3
0.0440640	495.395	-3.92914e-3
0.0461120	495.395	-8.77380e-4
0.0481600	495.395	3.42178e-3
0.0502080	495.176	5.95856e-3
0.0522560	495.176	1.46866e-3
0.0543040	495.176	-3.33786e-3
0.0563520	495.176	2.05994e-4
0.0584000	495.176	2.64740e-3
0.0604480	495.176	-4.04358e-4
0.0624960	495.176	-2.33078e-3
0.0645440	495.176	3.45993e-3
0.0665920	495.176	7.17163e-3
0.0686400	495.176	-7.20978e-4
0.0706880	495.176	-4.87900e-3
0.0727360	495.176	2.97928e-3
0.0747840	495.176	8.67081e-3
0.0768320	495.176	1.07956e-3
0.0788800	495.176	-4.85229e-3
0.0809280	495.176	8.46863e-4
0.0829760	495.176	2.12479e-3
0.0850240	495.176	-2.00653e-3
0.0870720	494.980	-2.47955e-4
0.0891200	494.980	5.35202e-3
0.0911680	494.980	3.42941e-3
0.0932160	494.980	5.34058e-3
0.0952640	494.980	2.66647e-3
0.0973120	494.980	-3.13187e-3
0.0993600	494.621	-2.26212e-3
0.101408	494.621	2.63214e-4
0.103456	494.621	-9.34601e-4
0.105504	494.621	5.98907e-4
0.107552	494.621	3.84903e-3
0.109600	494.621	1.32751e-3
0.111648	494.621	2.86102e-4
0.113696	494.621	2.28882e-3
0.115744	494.621	2.79236e-3
0.117792	494.621	1.36185e-3
0.119840	494.621	7.69806e-3
0.121888	494.398	9.05609e-3
0.124960	494.398	-7.15637e-3
0.129056	494.398	3.97110e-3
0.133152	494.059	3.22723e-3
0.137248	494.059	-1.52206e-3
0.141344	494.059	5.91278e-3
0.145440	494.059	1.58691e-3
0.149536	494.059	8.54111e-3
0.153632	494.059	-3.64304e-3
0.157728	494.039	2.73895e-3
0.161824	494.039	1.73950e-3
0.165920	494.039	2.82288e-3
0.170016	494.039	2.67792e-3
0.174112	494.039	4.05502e-3
0.178208	494.039	3.26157e-3
0.182304	493.820	5.72205e-5
0.186400	493.820	3.52097e-3
0.190496	493.820	5.07736e-3
0.194592	493.820	-2.51007e-3
0.198688	493.820	6.22177e-3
0.202784	493.820	2.22778e-3
0.206880	493.480	6.06155e-3
0.210976	493.480	-1.80054e-3
0.215072	493.480	1.38092e-3
0.219168	493.418	5.66864e-3
0.223264	493.418	5.83649e-3
0.227360	493.418	-3.24249e-4
0.231456	493.418	3.37982e-3
0.235552	493.418	5.40543e-3
0.239648	493.418	4.08173e-3
0.243744	493.258	1.99509e-3
0.247840	493.258	3.89481e-3
0.251936	493.258	8.54492e-4
0.256032	492.898	6.46210e-3
0.260128	492.898	3.76892e-3
0.264224	492.898	7.78580e-3
0.268320	492.898	-2.26212e-3
0.272416	492.898	8.97980e-3
0.276512	492.898	6.59943e-4
0.280608	492.840	5.75256e-3
0.284704	492.840	-1.56403e-4
0.290848	492.840	6.70242e-3
0.299040	492.840	6.38962e-3
0.307232	492.840	5.38254e-3
0.315424	492.496	5.03540e-4
0.323616	492.496	-3.47137e-4
0.331808	492.336	3.96729e-3
0.340000	492.078	2.74277e-3
0.348192	492.078	5.45883e-3
0.356384	492.078	-4.11987e-4
0.364576	491.938	7.97272e-4
0.372768	491.938	3.15094e-3
0.380960	491.715	6.83212e-3
0.389152	491.555	7.29752e-3
0.397344	491.555	7.90787e-3
0.405536	491.355	1.12915e-3
0.413728	491.355	4.10461e-3
0.421920	491.355	6.54602e-3
0.430112	491.055	3.72314e-3
0.438304	491.055	4.95148e-3
0.446496	491.055	6.82831e-4
0.454688	491.035	8.62122e-4
0.462880	491.035	6.20270e-3
0.471072	490.695	4.60052e-3
0.479264	490.695	0.0121727
