 ,Label,Area,X,Y,Slice
1,MASK_c2.avi:0.04 s,173795,827.3535,555.3615,1
2,MASK_c2.avi:0.08 s,173795,827.3535,555.3615,2
3,MASK_c2.avi:0.12 s,173795,827.3535,555.3615,3
4,MASK_c2.avi:0.16 s,173696,827.4227,555.3947,4
5,MASK_c2.avi:0.20 s,173696,827.4227,555.3947,5
6,MASK_c2.avi:0.24 s,173696,827.4227,555.3947,6
7,MASK_c2.avi:0.28 s,173696,827.4227,555.3947,7
8,MASK_c2.avi:0.32 s,173758,827.3486,555.5125,8
9,MASK_c2.avi:0.36 s,173758,827.3486,555.5125,9
10,MASK_c2.avi:0.40 s,173758,827.3486,555.5125,10
11,MASK_c2.avi:0.44 s,173758,827.3486,555.5125,11
12,MASK_c2.avi:0.48 s,173869,827.4451,555.3639,12
13,MASK_c2.avi:0.52 s,173869,827.4451,555.3639,13
14,MASK_c2.avi:0.56 s,173869,827.4451,555.3639,14
15,MASK_c2.avi:0.60 s,173869,827.4451,555.3639,15
16,MASK_c2.avi:0.64 s,173869,827.4451,555.3639,16
17,MASK_c2.avi:0.68 s,173845,827.4020,555.3740,17
18,MASK_c2.avi:0.72 s,173845,827.4020,555.3740,18
19,MASK_c2.avi:0.76 s,173845,827.4020,555.3740,19
20,MASK_c2.avi:0.80 s,173845,827.4020,555.3740,20
21,MASK_c2.avi:0.84 s,173875,827.2426,555.3542,21
22,MASK_c2.avi:0.88 s,173875,827.2426,555.3542,22
23,MASK_c2.avi:0.92 s,173875,827.2426,555.3542,23
24,MASK_c2.avi:0.96 s,173761,827.3905,555.5015,24
25,MASK_c2.avi:1.00 s,173761,827.3905,555.5015,25
26,MASK_c2.avi:1.04 s,173761,827.3905,555.5015,26
27,MASK_c2.avi:1.08 s,173761,827.3905,555.5015,27
28,MASK_c2.avi:1.12 s,173803,827.2583,555.5248,28
29,MASK_c2.avi:1.16 s,173803,827.2583,555.5248,29
30,MASK_c2.avi:1.20 s,173803,827.2583,555.5248,30
31,MASK_c2.avi:1.24 s,173803,827.2583,555.5248,31
32,MASK_c2.avi:1.28 s,173895,827.3610,555.3848,32
33,MASK_c2.avi:1.32 s,173895,827.3610,555.3848,33
34,MASK_c2.avi:1.36 s,173895,827.3610,555.3848,34
35,MASK_c2.avi:1.40 s,173895,827.3610,555.3848,35
36,MASK_c2.avi:1.44 s,173786,827.4683,555.3059,36
37,MASK_c2.avi:1.48 s,173786,827.4683,555.3059,37
38,MASK_c2.avi:1.52 s,173786,827.4683,555.3059,38
39,MASK_c2.avi:1.56 s,173786,827.4683,555.3059,39
40,MASK_c2.avi:1.60 s,173786,827.4683,555.3059,40
41,MASK_c2.avi:1.64 s,173783,827.4689,555.2999,41
42,MASK_c2.avi:1.68 s,173783,827.4689,555.2999,42
43,MASK_c2.avi:1.72 s,173783,827.4689,555.2999,43
44,MASK_c2.avi:1.76 s,173783,827.4689,555.2999,44
45,MASK_c2.avi:1.80 s,173848,827.4593,555.3056,45
46,MASK_c2.avi:1.84 s,173848,827.4593,555.3056,46
47,MASK_c2.avi:1.88 s,173848,827.4593,555.3056,47
48,MASK_c2.avi:1.92 s,173848,827.4593,555.3056,48
49,MASK_c2.avi:1.96 s,173805,827.4760,555.4231,49
50,MASK_c2.avi:2.00 s,173805,827.4760,555.4231,50
51,MASK_c2.avi:2.04 s,173805,827.4760,555.4231,51
52,MASK_c2.avi:2.08 s,173805,827.4760,555.4231,52
53,MASK_c2.avi:2.12 s,173802,827.3589,555.3224,53
54,MASK_c2.avi:2.16 s,173802,827.3589,555.3224,54
55,MASK_c2.avi:2.20 s,173802,827.3589,555.3224,55
56,MASK_c2.avi:2.24 s,173802,827.3589,555.3224,56
57,MASK_c2.avi:2.28 s,174096,827.4004,555.3248,57
58,MASK_c2.avi:2.32 s,174096,827.4004,555.3248,58
59,MASK_c2.avi:2.36 s,174096,827.4004,555.3248,59
60,MASK_c2.avi:2.40 s,174096,827.4004,555.3248,60
61,MASK_c2.avi:2.44 s,173793,827.3749,555.3899,61
62,MASK_c2.avi:2.48 s,173793,827.3749,555.3899,62
63,MASK_c2.avi:2.52 s,173793,827.3749,555.3899,63
64,MASK_c2.avi:2.56 s,173859,827.3988,555.3092,64
65,MASK_c2.avi:2.60 s,173859,827.3988,555.3092,65
66,MASK_c2.avi:2.64 s,173859,827.3988,555.3092,66
67,MASK_c2.avi:2.68 s,173859,827.3988,555.3092,67
68,MASK_c2.avi:2.72 s,173710,827.3257,555.3188,68
69,MASK_c2.avi:2.76 s,173710,827.3257,555.3188,69
70,MASK_c2.avi:2.80 s,173710,827.3257,555.3188,70
71,MASK_c2.avi:2.84 s,173710,827.3257,555.3188,71
72,MASK_c2.avi:2.88 s,173710,827.3257,555.3188,72
73,MASK_c2.avi:2.92 s,173720,827.4412,555.4764,73
74,MASK_c2.avi:2.96 s,173720,827.4412,555.4764,74
75,MASK_c2.avi:3.00 s,173720,827.4412,555.4764,75
76,MASK_c2.avi:3.04 s,173720,827.4412,555.4764,76
77,MASK_c2.avi:3.08 s,173881,827.4518,555.3578,77
78,MASK_c2.avi:3.12 s,173881,827.4518,555.3578,78
79,MASK_c2.avi:3.16 s,173881,827.4518,555.3578,79
80,MASK_c2.avi:3.20 s,173881,827.4518,555.3578,80
81,MASK_c2.avi:3.24 s,173764,827.3870,555.4389,81
82,MASK_c2.avi:3.28 s,173764,827.3870,555.4389,82
83,MASK_c2.avi:3.32 s,173764,827.3870,555.4389,83
84,MASK_c2.avi:3.36 s,173764,827.3870,555.4389,84
85,MASK_c2.avi:3.40 s,173911,827.2825,555.3331,85
86,MASK_c2.avi:3.44 s,173911,827.2825,555.3331,86
87,MASK_c2.avi:3.48 s,173911,827.2825,555.3331,87
88,MASK_c2.avi:3.52 s,173834,827.4725,555.3566,88
89,MASK_c2.avi:3.56 s,173834,827.4725,555.3566,89
90,MASK_c2.avi:3.60 s,173834,827.4725,555.3566,90
91,MASK_c2.avi:3.64 s,173834,827.4725,555.3566,91
92,MASK_c2.avi:3.68 s,173834,827.4725,555.3566,92
93,MASK_c2.avi:3.72 s,173766,827.5169,555.3344,93
94,MASK_c2.avi:3.76 s,173766,827.5169,555.3344,94
95,MASK_c2.avi:3.80 s,173766,827.5169,555.3344,95
96,MASK_c2.avi:3.84 s,173766,827.5169,555.3344,96
97,MASK_c2.avi:3.88 s,173802,827.3674,555.5052,97
98,MASK_c2.avi:3.92 s,173802,827.3674,555.5052,98
99,MASK_c2.avi:3.96 s,173802,827.3674,555.5052,99
100,MASK_c2.avi:4.00 s,173802,827.3674,555.5052,100
101,MASK_c2.avi:4.04 s,173931,827.3928,555.3185,101
102,MASK_c2.avi:4.08 s,173931,827.3928,555.3185,102
103,MASK_c2.avi:4.12 s,173931,827.3928,555.3185,103
104,MASK_c2.avi:4.16 s,173931,827.3928,555.3185,104
105,MASK_c2.avi:4.20 s,173931,827.3928,555.3185,105
106,MASK_c2.avi:4.24 s,173940,827.3802,555.2081,106
107,MASK_c2.avi:4.28 s,173940,827.3802,555.2081,107
108,MASK_c2.avi:4.32 s,173940,827.3802,555.2081,108
109,MASK_c2.avi:4.36 s,173739,827.3466,555.3485,109
110,MASK_c2.avi:4.40 s,173739,827.3466,555.3485,110
111,MASK_c2.avi:4.44 s,173739,827.3466,555.3485,111
112,MASK_c2.avi:4.48 s,173739,827.3466,555.3485,112
113,MASK_c2.avi:4.52 s,173732,827.3677,555.3123,113
114,MASK_c2.avi:4.56 s,173732,827.3677,555.3123,114
115,MASK_c2.avi:4.60 s,173732,827.3677,555.3123,115
116,MASK_c2.avi:4.64 s,173732,827.3677,555.3123,116
117,MASK_c2.avi:4.68 s,173871,827.3497,555.5044,117
118,MASK_c2.avi:4.72 s,173871,827.3497,555.5044,118
119,MASK_c2.avi:4.76 s,173871,827.3497,555.5044,119
120,MASK_c2.avi:4.80 s,173871,827.3497,555.5044,120
121,MASK_c2.avi:4.84 s,173920,827.3879,555.3167,121
122,MASK_c2.avi:4.88 s,173920,827.3879,555.3167,122
123,MASK_c2.avi:4.92 s,173920,827.3879,555.3167,123
124,MASK_c2.avi:4.96 s,173766,827.3261,555.3268,124
125,MASK_c2.avi:5.00 s,173766,827.3261,555.3268,125
126,MASK_c2.avi:5.04 s,173766,827.3261,555.3268,126
127,MASK_c2.avi:5.08 s,173766,827.3261,555.3268,127
128,MASK_c2.avi:5.12 s,173857,827.2645,555.2895,128
129,MASK_c2.avi:5.16 s,173857,827.2645,555.2895,129
130,MASK_c2.avi:5.20 s,173857,827.2645,555.2895,130
131,MASK_c2.avi:5.24 s,173857,827.2645,555.2895,131
132,MASK_c2.avi:5.28 s,173848,827.3660,555.3900,132
133,MASK_c2.avi:5.32 s,173848,827.3660,555.3900,133
134,MASK_c2.avi:5.36 s,173848,827.3660,555.3900,134
135,MASK_c2.avi:5.40 s,173848,827.3660,555.3900,135
136,MASK_c2.avi:5.44 s,173848,827.3660,555.3900,136
137,MASK_c2.avi:5.48 s,173931,827.4121,555.4756,137
138,MASK_c2.avi:5.52 s,173931,827.4121,555.4756,138
139,MASK_c2.avi:5.56 s,173931,827.4121,555.4756,139
140,MASK_c2.avi:5.60 s,173931,827.4121,555.4756,140
141,MASK_c2.avi:5.64 s,173849,827.4015,555.3233,141
142,MASK_c2.avi:5.68 s,173849,827.4015,555.3233,142
143,MASK_c2.avi:5.72 s,173849,827.4015,555.3233,143
144,MASK_c2.avi:5.76 s,173849,827.4015,555.3233,144
145,MASK_c2.avi:5.80 s,173795,827.1859,555.2364,145
146,MASK_c2.avi:5.84 s,173795,827.1859,555.2364,146
147,MASK_c2.avi:5.88 s,173795,827.1859,555.2364,147
148,MASK_c2.avi:5.92 s,173795,827.1859,555.2364,148
149,MASK_c2.avi:5.96 s,173828,827.4337,555.3762,149
150,MASK_c2.avi:6.00 s,173828,827.4337,555.3762,150
151,MASK_c2.avi:6.04 s,173828,827.4337,555.3762,151
152,MASK_c2.avi:6.08 s,173853,827.4424,555.2715,152
153,MASK_c2.avi:6.12 s,173853,827.4424,555.2715,153
154,MASK_c2.avi:6.16 s,173853,827.4424,555.2715,154
155,MASK_c2.avi:6.20 s,173853,827.4424,555.2715,155
156,MASK_c2.avi:6.24 s,173845,827.4319,555.5944,156
157,MASK_c2.avi:6.28 s,173845,827.4319,555.5944,157
158,MASK_c2.avi:6.32 s,173845,827.4319,555.5944,158
159,MASK_c2.avi:6.36 s,173845,827.4319,555.5944,159
160,MASK_c2.avi:6.40 s,173845,827.4319,555.5944,160
161,MASK_c2.avi:6.44 s,173793,827.4427,555.4508,161
162,MASK_c2.avi:6.48 s,173793,827.4427,555.4508,162
163,MASK_c2.avi:6.52 s,173793,827.4427,555.4508,163
164,MASK_c2.avi:6.56 s,173686,827.4896,555.3791,164
165,MASK_c2.avi:6.60 s,173686,827.4896,555.3791,165
166,MASK_c2.avi:6.64 s,173686,827.4896,555.3791,166
167,MASK_c2.avi:6.68 s,173686,827.4896,555.3791,167
168,MASK_c2.avi:6.72 s,173803,827.4211,555.2855,168
169,MASK_c2.avi:6.76 s,173803,827.4211,555.2855,169
170,MASK_c2.avi:6.80 s,173803,827.4211,555.2855,170
171,MASK_c2.avi:6.84 s,173803,827.4211,555.2855,171
172,MASK_c2.avi:6.88 s,173822,827.4507,555.3949,172
173,MASK_c2.avi:6.92 s,173822,827.4507,555.3949,173
174,MASK_c2.avi:6.96 s,173822,827.4507,555.3949,174
175,MASK_c2.avi:7.00 s,173822,827.4507,555.3949,175
176,MASK_c2.avi:7.04 s,173822,827.4507,555.3949,176
177,MASK_c2.avi:7.08 s,173885,827.3094,555.4506,177
178,MASK_c2.avi:7.12 s,173885,827.3094,555.4506,178
179,MASK_c2.avi:7.16 s,173885,827.3094,555.4506,179
180,MASK_c2.avi:7.20 s,173885,827.3094,555.4506,180
181,MASK_c2.avi:7.24 s,173895,827.3173,555.5978,181
182,MASK_c2.avi:7.28 s,173895,827.3173,555.5978,182
183,MASK_c2.avi:7.32 s,173895,827.3173,555.5978,183
184,MASK_c2.avi:7.36 s,173950,827.3071,555.4201,184
185,MASK_c2.avi:7.40 s,173950,827.3071,555.4201,185
186,MASK_c2.avi:7.44 s,173950,827.3071,555.4201,186
187,MASK_c2.avi:7.48 s,173950,827.3071,555.4201,187
188,MASK_c2.avi:7.52 s,173896,827.3234,555.3032,188
189,MASK_c2.avi:7.56 s,173896,827.3234,555.3032,189
190,MASK_c2.avi:7.60 s,173896,827.3234,555.3032,190
191,MASK_c2.avi:7.64 s,173896,827.3234,555.3032,191
192,MASK_c2.avi:7.68 s,173896,827.3234,555.3032,192
193,MASK_c2.avi:7.72 s,174029,827.3657,555.4658,193
194,MASK_c2.avi:7.76 s,174029,827.3657,555.4658,194
195,MASK_c2.avi:7.80 s,174029,827.3657,555.4658,195
196,MASK_c2.avi:7.84 s,174029,827.3657,555.4658,196
197,MASK_c2.avi:7.88 s,173920,827.2078,555.3096,197
198,MASK_c2.avi:7.92 s,173920,827.2078,555.3096,198
199,MASK_c2.avi:7.96 s,173920,827.2078,555.3096,199
200,MASK_c2.avi:8.00 s,173920,827.2078,555.3096,200
201,MASK_c2.avi:8.04 s,173872,827.5014,555.3652,201
202,MASK_c2.avi:8.08 s,173872,827.5014,555.3652,202
203,MASK_c2.avi:8.12 s,173872,827.5014,555.3652,203
204,MASK_c2.avi:8.16 s,173872,827.5014,555.3652,204
205,MASK_c2.avi:8.20 s,173872,827.5014,555.3652,205
206,MASK_c2.avi:8.24 s,173910,827.4831,555.5758,206
207,MASK_c2.avi:8.28 s,173910,827.4831,555.5758,207
208,MASK_c2.avi:8.32 s,173910,827.4831,555.5758,208
209,MASK_c2.avi:8.36 s,173849,827.4132,555.3155,209
210,MASK_c2.avi:8.40 s,173849,827.4132,555.3155,210
211,MASK_c2.avi:8.44 s,173849,827.4132,555.3155,211
212,MASK_c2.avi:8.48 s,173849,827.4132,555.3155,212
213,MASK_c2.avi:8.52 s,173902,827.4142,555.4138,213
214,MASK_c2.avi:8.56 s,173902,827.4142,555.4138,214
215,MASK_c2.avi:8.60 s,173902,827.4142,555.4138,215
216,MASK_c2.avi:8.64 s,173902,827.4142,555.4138,216
217,MASK_c2.avi:8.68 s,173890,827.4280,555.5310,217
218,MASK_c2.avi:8.72 s,173890,827.4280,555.5310,218
219,MASK_c2.avi:8.76 s,173890,827.4280,555.5310,219
220,MASK_c2.avi:8.80 s,173890,827.4280,555.5310,220
221,MASK_c2.avi:8.84 s,173949,827.3728,555.4485,221
222,MASK_c2.avi:8.88 s,173949,827.3728,555.4485,222
223,MASK_c2.avi:8.92 s,173949,827.3728,555.4485,223
224,MASK_c2.avi:8.96 s,173949,827.3728,555.4485,224
225,MASK_c2.avi:9.00 s,173949,827.3728,555.4485,225
226,MASK_c2.avi:9.04 s,173850,827.4288,555.3815,226
227,MASK_c2.avi:9.08 s,173850,827.4288,555.3815,227
228,MASK_c2.avi:9.12 s,173850,827.4288,555.3815,228
229,MASK_c2.avi:9.16 s,173935,827.3916,555.3564,229
230,MASK_c2.avi:9.20 s,173935,827.3916,555.3564,230
231,MASK_c2.avi:9.24 s,173935,827.3916,555.3564,231
232,MASK_c2.avi:9.28 s,173935,827.3916,555.3564,232
233,MASK_c2.avi:9.32 s,173846,827.5280,555.4511,233
234,MASK_c2.avi:9.36 s,173846,827.5280,555.4511,234
235,MASK_c2.avi:9.40 s,173846,827.5280,555.4511,235
236,MASK_c2.avi:9.44 s,173846,827.5280,555.4511,236
237,MASK_c2.avi:9.48 s,173849,827.4467,555.5922,237
238,MASK_c2.avi:9.52 s,173849,827.4467,555.5922,238
239,MASK_c2.avi:9.56 s,173849,827.4467,555.5922,239
240,MASK_c2.avi:9.60 s,173849,827.4467,555.5922,240
241,MASK_c2.avi:9.64 s,173933,827.3817,555.3121,241
242,MASK_c2.avi:9.68 s,173933,827.3817,555.3121,242
243,MASK_c2.avi:9.72 s,173933,827.3817,555.3121,243
244,MASK_c2.avi:9.76 s,173933,827.3817,555.3121,244
245,MASK_c2.avi:9.80 s,173925,827.3340,555.5150,245
246,MASK_c2.avi:9.84 s,173925,827.3340,555.5150,246
247,MASK_c2.avi:9.88 s,173925,827.3340,555.5150,247
248,MASK_c2.avi:9.92 s,173925,827.3340,555.5150,248
249,MASK_c2.avi:9.96 s,174011,827.4667,555.3108,249
250,MASK_c2.avi:10.00 s,174011,827.4667,555.3108,250
251,MASK_c2.avi:10.04 s,174011,827.4667,555.3108,251
252,MASK_c2.avi:10.08 s,174011,827.4667,555.3108,252
253,MASK_c2.avi:10.12 s,174049,827.4511,555.4022,253
254,MASK_c2.avi:10.16 s,174049,827.4511,555.4022,254
255,MASK_c2.avi:10.20 s,174049,827.4511,555.4022,255
256,MASK_c2.avi:10.24 s,174049,827.4511,555.4022,256
257,MASK_c2.avi:10.28 s,173944,827.2502,555.4716,257
258,MASK_c2.avi:10.32 s,173944,827.2502,555.4716,258
259,MASK_c2.avi:10.36 s,173944,827.2502,555.4716,259
260,MASK_c2.avi:10.40 s,173944,827.2502,555.4716,260
261,MASK_c2.avi:10.44 s,173944,827.2502,555.4716,261
262,MASK_c2.avi:10.48 s,173891,827.1849,555.4860,262
263,MASK_c2.avi:10.52 s,173891,827.1849,555.4860,263
264,MASK_c2.avi:10.56 s,173891,827.1849,555.4860,264
265,MASK_c2.avi:10.60 s,173891,827.1849,555.4860,265
266,MASK_c2.avi:10.64 s,174006,827.3514,555.4978,266
267,MASK_c2.avi:10.68 s,174006,827.3514,555.4978,267
268,MASK_c2.avi:10.72 s,173910,827.2844,555.3995,268
269,MASK_c2.avi:10.76 s,173910,827.2844,555.3995,269
270,MASK_c2.avi:10.80 s,173910,827.2844,555.3995,270
271,MASK_c2.avi:10.84 s,173910,827.2844,555.3995,271
272,MASK_c2.avi:10.88 s,173910,827.2844,555.3995,272
273,MASK_c2.avi:10.92 s,173861,827.3217,555.3813,273
274,MASK_c2.avi:10.96 s,173861,827.3217,555.3813,274
275,MASK_c2.avi:11.00 s,173861,827.3217,555.3813,275
276,MASK_c2.avi:11.04 s,173861,827.3217,555.3813,276
277,MASK_c2.avi:11.08 s,173861,827.3217,555.3813,277
278,MASK_c2.avi:11.12 s,173900,827.3401,555.3854,278
279,MASK_c2.avi:11.16 s,173900,827.3401,555.3854,279
280,MASK_c2.avi:11.20 s,173900,827.3401,555.3854,280
281,MASK_c2.avi:11.24 s,173777,827.3602,555.3044,281
282,MASK_c2.avi:11.28 s,173777,827.3602,555.3044,282
283,MASK_c2.avi:11.32 s,173777,827.3602,555.3044,283
284,MASK_c2.avi:11.36 s,173777,827.3602,555.3044,284
285,MASK_c2.avi:11.40 s,173842,827.4570,555.3659,285
286,MASK_c2.avi:11.44 s,173842,827.4570,555.3659,286
287,MASK_c2.avi:11.48 s,173842,827.4570,555.3659,287
288,MASK_c2.avi:11.52 s,173842,827.4570,555.3659,288
289,MASK_c2.avi:11.56 s,173922,827.3229,555.4743,289
290,MASK_c2.avi:11.60 s,173922,827.3229,555.4743,290
291,MASK_c2.avi:11.64 s,173922,827.3229,555.4743,291
292,MASK_c2.avi:11.68 s,173922,827.3229,555.4743,292
293,MASK_c2.avi:11.72 s,173884,827.3357,555.4510,293
294,MASK_c2.avi:11.76 s,173884,827.3357,555.4510,294
295,MASK_c2.avi:11.80 s,173884,827.3357,555.4510,295
296,MASK_c2.avi:11.84 s,173884,827.3357,555.4510,296
297,MASK_c2.avi:11.88 s,174240,827.4346,555.4517,297
298,MASK_c2.avi:11.92 s,174240,827.4346,555.4517,298
299,MASK_c2.avi:11.96 s,174240,827.4346,555.4517,299
300,MASK_c2.avi:12.00 s,174240,827.4346,555.4517,300
301,MASK_c2.avi:12.04 s,174240,827.4346,555.4517,301
302,MASK_c2.avi:12.08 s,174290,827.2793,555.4226,302
303,MASK_c2.avi:12.12 s,174290,827.2793,555.4226,303
304,MASK_c2.avi:12.16 s,174290,827.2793,555.4226,304
305,MASK_c2.avi:12.20 s,174290,827.2793,555.4226,305
306,MASK_c2.avi:12.24 s,174534,827.2473,555.4779,306
307,MASK_c2.avi:12.28 s,174534,827.2473,555.4779,307
308,MASK_c2.avi:12.32 s,174534,827.2473,555.4779,308
