 ,Label,Area,X,Y,Slice
1,MASK_c6.avi:0.04 s,164755,690.8913,613.7507,1
2,MASK_c6.avi:0.08 s,164755,690.8913,613.7507,2
3,MASK_c6.avi:0.12 s,164755,690.8913,613.7507,3
4,MASK_c6.avi:0.16 s,164782,691.0017,613.6845,4
5,MASK_c6.avi:0.20 s,164782,691.0017,613.6845,5
6,MASK_c6.avi:0.24 s,164782,691.0017,613.6845,6
7,MASK_c6.avi:0.28 s,164782,691.0017,613.6845,7
8,MASK_c6.avi:0.32 s,164751,690.9741,613.6895,8
9,MASK_c6.avi:0.36 s,164751,690.9741,613.6895,9
10,MASK_c6.avi:0.40 s,164751,690.9741,613.6895,10
11,MASK_c6.avi:0.44 s,164751,690.9741,613.6895,11
12,MASK_c6.avi:0.48 s,164882,690.9157,613.7602,12
13,MASK_c6.avi:0.52 s,164882,690.9157,613.7602,13
14,MASK_c6.avi:0.56 s,164882,690.9157,613.7602,14
15,MASK_c6.avi:0.60 s,164882,690.9157,613.7602,15
16,MASK_c6.avi:0.64 s,164882,690.9157,613.7602,16
17,MASK_c6.avi:0.68 s,164689,691.0183,613.5543,17
18,MASK_c6.avi:0.72 s,164689,691.0183,613.5543,18
19,MASK_c6.avi:0.76 s,164689,691.0183,613.5543,19
20,MASK_c6.avi:0.80 s,164689,691.0183,613.5543,20
21,MASK_c6.avi:0.84 s,164746,690.9709,613.6787,21
22,MASK_c6.avi:0.88 s,164746,690.9709,613.6787,22
23,MASK_c6.avi:0.92 s,164746,690.9709,613.6787,23
24,MASK_c6.avi:0.96 s,164650,690.9518,613.6987,24
25,MASK_c6.avi:1.00 s,164650,690.9518,613.6987,25
26,MASK_c6.avi:1.04 s,164650,690.9518,613.6987,26
27,MASK_c6.avi:1.08 s,164650,690.9518,613.6987,27
28,MASK_c6.avi:1.12 s,164752,691.0002,613.5635,28
29,MASK_c6.avi:1.16 s,164752,691.0002,613.5635,29
30,MASK_c6.avi:1.20 s,164752,691.0002,613.5635,30
31,MASK_c6.avi:1.24 s,164752,691.0002,613.5635,31
32,MASK_c6.avi:1.28 s,164802,690.9069,613.6097,32
33,MASK_c6.avi:1.32 s,164802,690.9069,613.6097,33
34,MASK_c6.avi:1.36 s,164802,690.9069,613.6097,34
35,MASK_c6.avi:1.40 s,164802,690.9069,613.6097,35
36,MASK_c6.avi:1.44 s,164802,690.9069,613.6097,36
37,MASK_c6.avi:1.48 s,164692,691.0990,613.7178,37
38,MASK_c6.avi:1.52 s,164692,691.0990,613.7178,38
39,MASK_c6.avi:1.56 s,164692,691.0990,613.7178,39
40,MASK_c6.avi:1.60 s,164692,691.0990,613.7178,40
41,MASK_c6.avi:1.64 s,164838,691.0991,613.6596,41
42,MASK_c6.avi:1.68 s,164838,691.0991,613.6596,42
43,MASK_c6.avi:1.72 s,164838,691.0991,613.6596,43
44,MASK_c6.avi:1.76 s,164838,691.0991,613.6596,44
45,MASK_c6.avi:1.80 s,164654,691.0053,613.7479,45
46,MASK_c6.avi:1.84 s,164654,691.0053,613.7479,46
47,MASK_c6.avi:1.88 s,164654,691.0053,613.7479,47
48,MASK_c6.avi:1.92 s,164740,691.0289,613.7691,48
49,MASK_c6.avi:1.96 s,164740,691.0289,613.7691,49
50,MASK_c6.avi:2.00 s,164740,691.0289,613.7691,50
51,MASK_c6.avi:2.04 s,164740,691.0289,613.7691,51
52,MASK_c6.avi:2.08 s,164740,691.0289,613.7691,52
53,MASK_c6.avi:2.12 s,164680,691.0473,613.7654,53
54,MASK_c6.avi:2.16 s,164680,691.0473,613.7654,54
