Time	Gap	Axial force
s	µm	N
0.00000	718.047	1.89209e-3
5.44000e-4	718.047	2.20871e-3
1.56800e-3	718.047	2.90298e-3
2.59200e-3	718.047	3.64304e-3
3.61600e-3	718.047	4.95148e-3
4.64000e-3	718.047	6.50024e-3
5.66400e-3	718.047	7.51114e-3
6.68800e-3	718.047	6.35147e-3
7.71200e-3	718.047	3.12042e-3
8.73600e-3	718.047	-7.93457e-4
9.76000e-3	718.047	-2.56729e-3
0.0107840	718.047	-1.80435e-3
0.0118080	718.047	-4.19617e-5
0.0128320	718.047	1.03378e-3
0.0138560	718.047	1.02234e-3
0.0148800	718.047	2.74658e-4
0.0159040	718.047	-2.36511e-4
0.0169280	718.047	2.67029e-5
0.0179520	718.047	1.01852e-3
0.0189760	718.047	2.26974e-3
0.0200000	718.047	2.86865e-3
0.0210240	718.047	2.41470e-3
0.0220480	718.047	1.27029e-3
0.0230720	718.047	8.31604e-4
0.0240960	718.047	1.65558e-3
0.0251200	718.047	2.52533e-3
0.0261440	718.047	2.90680e-3
0.0271680	718.047	2.47574e-3
0.0281920	718.047	1.91498e-3
0.0292160	718.047	2.18964e-3
0.0302400	718.047	3.26920e-3
0.0312640	717.906	3.56293e-3
0.0322880	717.906	1.80054e-3
0.0333120	717.906	-1.62506e-3
0.0343360	717.906	-4.68445e-3
0.0353600	717.906	-5.92422e-3
0.0363840	717.906	-4.48608e-3
0.0374080	717.906	-2.47955e-4
0.0384320	717.906	4.60434e-3
0.0394560	717.906	6.60706e-3
0.0404800	717.906	4.36020e-3
0.0420160	717.906	-2.86484e-3
0.0440640	717.906	3.39127e-3
0.0461120	717.906	5.42450e-3
0.0481600	717.906	1.91879e-3
0.0502080	717.906	2.81906e-3
0.0522560	717.906	6.11877e-3
0.0543040	717.906	6.31714e-3
0.0563520	717.746	5.93948e-3
0.0584000	717.746	2.50626e-3
0.0604480	717.746	1.83868e-3
0.0624960	717.746	4.57382e-3
0.0645440	717.746	4.15421e-3
0.0665920	717.746	2.78854e-3
0.0686400	717.547	5.34821e-3
0.0706880	717.547	7.01523e-3
0.0727360	717.547	6.46591e-3
0.0747840	717.547	1.03378e-3
0.0768320	717.547	-2.11716e-3
0.0788800	717.547	2.01797e-3
0.0809280	717.547	7.27081e-3
0.0829760	717.547	3.47900e-3
0.0850240	717.547	-1.39618e-3
0.0870720	717.547	4.13132e-3
0.0891200	717.547	5.40161e-3
0.0911680	717.547	2.61307e-3
0.0932160	717.266	3.72696e-3
0.0952640	717.266	4.88663e-3
0.0973120	717.266	2.46429e-3
0.0993600	717.266	1.80817e-3
0.101408	717.266	4.77600e-3
0.103456	717.266	6.81686e-3
0.105504	717.266	5.27954e-3
0.107552	717.027	0.0100594
0.109600	717.027	0.0108681
0.111648	717.027	2.09427e-3
0.113696	717.027	2.78091e-3
0.115744	717.027	0.0108681
0.117792	717.027	9.57870e-3
0.119840	717.027	1.74332e-3
0.121888	717.027	3.23105e-3
0.124960	717.027	7.85446e-3
0.129056	717.027	8.30841e-3
0.133152	716.867	2.89154e-3
0.137248	716.867	5.30624e-3
0.141344	716.867	7.54547e-3
0.145440	716.867	7.25937e-3
0.149536	716.867	6.16074e-3
0.153632	716.867	3.21198e-3
0.157728	716.664	0.0104103
0.161824	716.664	6.64139e-3
0.165920	716.340	0.0110092
0.170016	716.340	8.46863e-3
0.174112	716.340	5.92041e-3
0.178208	716.340	0.0104599
0.182304	716.340	9.42993e-3
0.186400	716.340	7.03049e-3
0.190496	716.238	7.20215e-3
0.194592	716.238	8.07571e-3
0.198688	716.238	6.01959e-3
0.202784	716.238	8.37326e-3
0.206880	716.238	9.14764e-3
0.210976	716.238	7.88879e-3
0.215072	715.980	0.0103607
0.219168	715.980	0.0118904
0.223264	715.859	8.73566e-3
0.227360	715.859	9.43756e-3
0.231456	715.859	0.0111542
0.235552	715.859	9.90295e-3
0.239648	715.859	8.10242e-3
0.243744	715.859	8.98361e-3
0.247840	715.621	6.62231e-3
0.251936	715.621	9.91821e-3
0.256032	715.621	0.0144119
0.260128	715.621	5.88989e-3
0.264224	715.621	0.0109978
0.268320	715.621	9.85718e-3
0.272416	715.461	0.0130424
0.276512	715.461	0.0109825
0.280608	715.238	0.0138245
0.284704	715.238	0.0113297
0.290848	715.238	8.86536e-3
0.299040	715.238	0.0104523
0.307232	715.238	9.96780e-3
0.315424	714.938	0.0137024
0.323616	714.938	6.19125e-3
0.331808	714.781	0.0129967
0.340000	714.781	0.0154533
0.348192	714.781	0.0180550
0.356384	714.598	0.0125313
0.364576	714.281	0.0114822
0.372768	714.281	0.0142517
0.380960	714.223	0.0126610
0.389152	714.223	0.0114059
0.397344	713.941	0.0107155
0.405536	713.941	0.0127296
0.413728	713.902	0.0201073
0.421920	713.902	0.0169830
0.430112	713.902	0.0149956
0.438304	713.902	0.0144844
0.446496	713.562	0.0123787
