 ,Label,Area,X,Y,Slice
1,MASK_c1.avi:0.04 s,148068,884.4318,614.1289,1
2,MASK_c1.avi:0.08 s,148068,884.4318,614.1289,2
3,MASK_c1.avi:0.12 s,148068,884.4318,614.1289,3
4,MASK_c1.avi:0.16 s,148115,884.4141,614.1082,4
5,MASK_c1.avi:0.20 s,148115,884.4141,614.1082,5
6,MASK_c1.avi:0.24 s,148115,884.4141,614.1082,6
7,MASK_c1.avi:0.28 s,148115,884.4141,614.1082,7
8,MASK_c1.avi:0.32 s,148115,884.4141,614.1082,8
9,MASK_c1.avi:0.36 s,148073,884.4604,614.1159,9
10,MASK_c1.avi:0.40 s,148073,884.4604,614.1159,10
11,MASK_c1.avi:0.44 s,148047,884.4556,614.1633,11
12,MASK_c1.avi:0.48 s,148047,884.4556,614.1633,12
13,MASK_c1.avi:0.52 s,148047,884.4556,614.1633,13
14,MASK_c1.avi:0.56 s,148047,884.4556,614.1633,14
15,MASK_c1.avi:0.60 s,148047,884.4556,614.1633,15
16,MASK_c1.avi:0.64 s,148023,884.4588,614.1948,16
17,MASK_c1.avi:0.68 s,148023,884.4588,614.1948,17
18,MASK_c1.avi:0.72 s,148023,884.4588,614.1948,18
19,MASK_c1.avi:0.76 s,148023,884.4588,614.1948,19
20,MASK_c1.avi:0.80 s,148063,884.4541,614.2083,20
21,MASK_c1.avi:0.84 s,148063,884.4541,614.2083,21
22,MASK_c1.avi:0.88 s,148063,884.4541,614.2083,22
23,MASK_c1.avi:0.92 s,148063,884.4541,614.2083,23
24,MASK_c1.avi:0.96 s,148059,884.4809,614.1771,24
25,MASK_c1.avi:1.00 s,148059,884.4809,614.1771,25
26,MASK_c1.avi:1.04 s,148059,884.4809,614.1771,26
27,MASK_c1.avi:1.08 s,148059,884.4809,614.1771,27
28,MASK_c1.avi:1.12 s,148059,884.4809,614.1771,28
29,MASK_c1.avi:1.16 s,148078,884.4691,614.1573,29
30,MASK_c1.avi:1.20 s,148078,884.4691,614.1573,30
31,MASK_c1.avi:1.24 s,148065,884.4361,614.1588,31
32,MASK_c1.avi:1.28 s,148065,884.4361,614.1588,32
33,MASK_c1.avi:1.32 s,148065,884.4361,614.1588,33
34,MASK_c1.avi:1.36 s,148065,884.4361,614.1588,34
35,MASK_c1.avi:1.40 s,148065,884.4361,614.1588,35
36,MASK_c1.avi:1.44 s,148093,884.4165,614.1232,36
37,MASK_c1.avi:1.48 s,148093,884.4165,614.1232,37
38,MASK_c1.avi:1.52 s,148093,884.4165,614.1232,38
39,MASK_c1.avi:1.56 s,148093,884.4165,614.1232,39
40,MASK_c1.avi:1.60 s,148087,884.4422,614.1164,40
41,MASK_c1.avi:1.64 s,148087,884.4422,614.1164,41
42,MASK_c1.avi:1.68 s,148087,884.4422,614.1164,42
43,MASK_c1.avi:1.72 s,148087,884.4422,614.1164,43
44,MASK_c1.avi:1.76 s,148092,884.4312,614.1366,44
45,MASK_c1.avi:1.80 s,148092,884.4312,614.1366,45
46,MASK_c1.avi:1.84 s,148092,884.4312,614.1366,46
47,MASK_c1.avi:1.88 s,148047,884.4381,614.1321,47
48,MASK_c1.avi:1.92 s,148047,884.4381,614.1321,48
49,MASK_c1.avi:1.96 s,148047,884.4381,614.1321,49
50,MASK_c1.avi:2.00 s,148047,884.4381,614.1321,50
51,MASK_c1.avi:2.04 s,148047,884.4381,614.1321,51
52,MASK_c1.avi:2.08 s,148100,884.4394,614.1662,52
53,MASK_c1.avi:2.12 s,148100,884.4394,614.1662,53
54,MASK_c1.avi:2.16 s,148100,884.4394,614.1662,54
55,MASK_c1.avi:2.20 s,148100,884.4394,614.1662,55
56,MASK_c1.avi:2.24 s,148078,884.4600,614.1685,56
57,MASK_c1.avi:2.28 s,148078,884.4600,614.1685,57
58,MASK_c1.avi:2.32 s,148078,884.4600,614.1685,58
59,MASK_c1.avi:2.36 s,148078,884.4600,614.1685,59
60,MASK_c1.avi:2.40 s,148058,884.4498,614.1763,60
61,MASK_c1.avi:2.44 s,148058,884.4498,614.1763,61
62,MASK_c1.avi:2.48 s,148058,884.4498,614.1763,62
63,MASK_c1.avi:2.52 s,148058,884.4498,614.1763,63
64,MASK_c1.avi:2.56 s,148058,884.4498,614.1763,64
65,MASK_c1.avi:2.60 s,148084,884.4377,614.1795,65
66,MASK_c1.avi:2.64 s,148084,884.4377,614.1795,66
67,MASK_c1.avi:2.68 s,148078,884.4246,614.1635,67
68,MASK_c1.avi:2.72 s,148078,884.4246,614.1635,68
69,MASK_c1.avi:2.76 s,148078,884.4246,614.1635,69
70,MASK_c1.avi:2.80 s,148078,884.4246,614.1635,70
71,MASK_c1.avi:2.84 s,148078,884.4246,614.1635,71
72,MASK_c1.avi:2.88 s,148090,884.4238,614.1214,72
73,MASK_c1.avi:2.92 s,148090,884.4238,614.1214,73
74,MASK_c1.avi:2.96 s,148090,884.4238,614.1214,74
75,MASK_c1.avi:3.00 s,148090,884.4238,614.1214,75
76,MASK_c1.avi:3.04 s,148080,884.3675,614.1177,76
77,MASK_c1.avi:3.08 s,148080,884.3675,614.1177,77
78,MASK_c1.avi:3.12 s,148080,884.3675,614.1177,78
79,MASK_c1.avi:3.16 s,148080,884.3675,614.1177,79
80,MASK_c1.avi:3.20 s,148077,884.4280,614.1255,80
81,MASK_c1.avi:3.24 s,148077,884.4280,614.1255,81
82,MASK_c1.avi:3.28 s,148077,884.4280,614.1255,82
83,MASK_c1.avi:3.32 s,148077,884.4280,614.1255,83
84,MASK_c1.avi:3.36 s,148077,884.4280,614.1255,84
85,MASK_c1.avi:3.40 s,148070,884.4312,614.1089,85
86,MASK_c1.avi:3.44 s,148070,884.4312,614.1089,86
87,MASK_c1.avi:3.48 s,148070,884.4312,614.1089,87
88,MASK_c1.avi:3.52 s,148070,884.4312,614.1089,88
89,MASK_c1.avi:3.56 s,148059,884.3934,614.1323,89
90,MASK_c1.avi:3.60 s,148059,884.3934,614.1323,90
91,MASK_c1.avi:3.64 s,148059,884.3934,614.1323,91
92,MASK_c1.avi:3.68 s,148041,884.3999,614.1432,92
93,MASK_c1.avi:3.72 s,148041,884.3999,614.1432,93
94,MASK_c1.avi:3.76 s,148041,884.3999,614.1432,94
95,MASK_c1.avi:3.80 s,148041,884.3999,614.1432,95
96,MASK_c1.avi:3.84 s,148046,884.4549,614.1408,96
97,MASK_c1.avi:3.88 s,148046,884.4549,614.1408,97
98,MASK_c1.avi:3.92 s,148046,884.4549,614.1408,98
99,MASK_c1.avi:3.96 s,148046,884.4549,614.1408,99
100,MASK_c1.avi:4.00 s,148059,884.4520,614.1392,100
101,MASK_c1.avi:4.04 s,148059,884.4520,614.1392,101
102,MASK_c1.avi:4.08 s,148059,884.4520,614.1392,102
103,MASK_c1.avi:4.12 s,148059,884.4520,614.1392,103
104,MASK_c1.avi:4.16 s,148045,884.4670,614.1477,104
105,MASK_c1.avi:4.20 s,148045,884.4670,614.1477,105
106,MASK_c1.avi:4.24 s,148045,884.4670,614.1477,106
107,MASK_c1.avi:4.28 s,148045,884.4670,614.1477,107
108,MASK_c1.avi:4.32 s,148073,884.4641,614.1418,108
109,MASK_c1.avi:4.36 s,148073,884.4641,614.1418,109
110,MASK_c1.avi:4.40 s,148073,884.4641,614.1418,110
111,MASK_c1.avi:4.44 s,148073,884.4641,614.1418,111
112,MASK_c1.avi:4.48 s,148073,884.4641,614.1418,112
113,MASK_c1.avi:4.52 s,148098,884.4626,614.1592,113
114,MASK_c1.avi:4.56 s,148098,884.4626,614.1592,114
115,MASK_c1.avi:4.60 s,148098,884.4626,614.1592,115
116,MASK_c1.avi:4.64 s,148098,884.4539,614.1376,116
117,MASK_c1.avi:4.68 s,148098,884.4539,614.1376,117
118,MASK_c1.avi:4.72 s,148098,884.4539,614.1376,118
119,MASK_c1.avi:4.76 s,148098,884.4539,614.1376,119
120,MASK_c1.avi:4.80 s,148059,884.4699,614.1390,120
121,MASK_c1.avi:4.84 s,148059,884.4699,614.1390,121
122,MASK_c1.avi:4.88 s,148059,884.4699,614.1390,122
123,MASK_c1.avi:4.92 s,148059,884.4699,614.1390,123
124,MASK_c1.avi:4.96 s,148087,884.4501,614.1477,124
125,MASK_c1.avi:5.00 s,148087,884.4501,614.1477,125
126,MASK_c1.avi:5.04 s,148087,884.4501,614.1477,126
127,MASK_c1.avi:5.08 s,148087,884.4501,614.1477,127
128,MASK_c1.avi:5.12 s,148093,884.4401,614.1414,128
129,MASK_c1.avi:5.16 s,148093,884.4401,614.1414,129
130,MASK_c1.avi:5.20 s,148093,884.4401,614.1414,130
131,MASK_c1.avi:5.24 s,148093,884.4401,614.1414,131
132,MASK_c1.avi:5.28 s,148059,884.4342,614.1221,132
133,MASK_c1.avi:5.32 s,148059,884.4342,614.1221,133
134,MASK_c1.avi:5.36 s,148059,884.4342,614.1221,134
135,MASK_c1.avi:5.40 s,148059,884.4342,614.1221,135
136,MASK_c1.avi:5.44 s,148068,884.4138,614.1539,136
137,MASK_c1.avi:5.48 s,148068,884.4138,614.1539,137
138,MASK_c1.avi:5.52 s,148068,884.4138,614.1539,138
139,MASK_c1.avi:5.56 s,148068,884.4138,614.1539,139
140,MASK_c1.avi:5.60 s,148082,884.4239,614.1241,140
