Time	Gap	Axial force
s	µm	N
0.00000	394.461	3.08609e-3
5.44000e-4	394.461	3.24249e-4
1.56800e-3	394.461	-3.11279e-3
2.59200e-3	394.461	-4.56238e-3
3.61600e-3	394.461	-3.41415e-3
4.64000e-3	394.461	-8.39233e-4
5.66400e-3	394.461	1.21689e-3
6.68800e-3	394.461	2.16293e-3
7.71200e-3	394.461	1.48773e-3
8.73600e-3	394.461	-1.06812e-4
9.76000e-3	394.461	-1.14059e-3
0.0107840	394.461	-5.64575e-4
0.0118080	394.461	8.20160e-4
0.0128320	394.461	2.18582e-3
0.0138560	394.461	2.93350e-3
0.0148800	394.461	3.21198e-3
0.0159040	394.461	4.46701e-3
0.0169280	394.461	5.49316e-3
0.0179520	394.461	3.96347e-3
0.0189760	394.461	-3.43323e-4
0.0200000	394.461	-5.41687e-3
0.0210240	394.461	-7.37381e-3
0.0220480	394.461	-5.61523e-3
0.0230720	394.359	-1.64413e-3
0.0240960	394.359	1.52206e-3
0.0251200	394.359	2.60162e-3
0.0261440	394.359	1.65939e-3
0.0271680	394.359	3.39508e-4
0.0281920	394.359	-2.93732e-4
0.0292160	394.359	1.56403e-4
0.0302400	394.359	1.20544e-3
0.0312640	394.359	1.99509e-3
0.0322880	394.359	1.76239e-3
0.0333120	394.359	2.67029e-4
0.0343360	394.359	-1.73187e-3
0.0353600	394.359	-2.66647e-3
0.0363840	394.359	-1.39999e-3
0.0374080	394.359	2.05994e-4
0.0384320	394.359	1.40381e-3
0.0394560	394.359	1.53351e-3
0.0404800	394.359	1.10626e-3
0.0420160	394.359	4.26865e-3
0.0440640	394.359	5.40543e-3
0.0461120	394.359	-2.71606e-3
0.0481600	394.359	-4.05884e-3
0.0502080	394.160	3.10898e-3
0.0522560	394.160	1.99890e-3
0.0543040	394.160	-1.30844e-3
0.0563520	394.160	1.33896e-3
0.0584000	394.160	3.52097e-3
0.0604480	394.160	5.73730e-3
0.0624960	394.160	-2.25067e-4
0.0645440	393.961	-3.52097e-3
0.0665920	393.961	1.35803e-3
0.0686400	393.961	2.87247e-3
0.0706880	393.961	1.25885e-4
0.0727360	393.961	4.53949e-4
0.0747840	393.961	1.37711e-3
0.0768320	393.961	-9.46045e-4
0.0788800	393.961	3.50952e-4
0.0809280	393.961	2.05612e-3
0.0829760	393.961	1.65939e-3
0.0850240	393.961	3.37982e-3
0.0870720	393.961	9.92966e-3
0.0891200	393.699	3.47900e-3
0.0911680	393.699	-6.48117e-3
0.0932160	393.699	-1.86920e-3
0.0952640	393.699	2.42615e-3
0.0973120	393.699	1.04141e-3
0.0993600	393.699	2.25067e-3
0.101408	393.500	4.42505e-3
0.103456	393.500	7.03812e-3
0.105504	393.500	7.96509e-3
0.107552	393.500	-1.37329e-4
0.109600	393.500	-3.37601e-3
0.111648	393.500	2.00272e-3
0.113696	393.500	2.40707e-3
0.115744	393.500	-7.93457e-4
0.117792	393.500	8.39233e-4
0.119840	393.500	3.71552e-3
0.121888	393.500	2.02179e-3
0.124960	393.500	3.68500e-3
0.129056	393.262	2.86865e-3
0.133152	393.262	1.27029e-3
0.137248	393.262	0.0106392
0.141344	393.199	-5.77545e-3
0.145440	393.199	5.80597e-3
