Time	Gap	Axial force
s	µm	N
1.41243e-8	747.719	4.41360e-3
5.44026e-4	747.719	1.83105e-4
1.56803e-3	747.719	-4.20380e-3
2.59204e-3	747.719	-5.73730e-3
3.61605e-3	747.719	-3.97110e-3
4.64006e-3	747.719	-9.07898e-4
5.66395e-3	747.719	6.71387e-4
6.68795e-3	747.719	-3.77655e-4
7.71196e-3	747.719	-1.77383e-3
8.73597e-3	747.719	-2.24304e-3
9.75998e-3	747.719	-1.43814e-3
0.0107840	747.719	2.86102e-4
0.0118080	747.719	1.61362e-3
0.0128320	747.719	1.71661e-3
0.0138560	747.719	7.82013e-4
0.0148800	747.719	-3.39508e-4
0.0159040	747.719	-7.89642e-4
0.0169280	747.621	-3.62396e-4
0.0179520	747.621	5.30243e-4
0.0189760	747.621	1.29700e-3
0.0200001	747.621	1.33514e-3
0.0210239	747.621	5.07355e-4
0.0220480	747.621	1.29700e-4
0.0230720	747.621	1.62125e-3
0.0240960	747.621	4.50516e-3
0.0251200	747.621	5.89752e-3
0.0261440	747.621	3.44467e-3
0.0271680	747.621	-4.52042e-3
0.0281920	747.621	-7.77054e-3
0.0292160	747.621	-6.39725e-3
0.0302400	747.621	-2.27737e-3
0.0312640	747.621	1.81198e-3
0.0322880	747.621	3.22342e-3
0.0333120	747.621	1.68991e-3
0.0343360	747.621	-1.16730e-3
0.0353601	747.602	-2.36511e-3
0.0363841	747.602	-1.28174e-3
0.0374079	747.602	7.36237e-4
0.0384320	747.602	2.52914e-3
0.0394560	747.602	4.64630e-3
0.0404800	747.602	6.49643e-3
0.0420160	747.602	2.20490e-3
0.0440640	747.602	-6.66046e-3
0.0461120	747.602	-2.66647e-3
0.0481600	747.602	3.63922e-3
0.0502080	747.602	-9.76563e-4
0.0522559	747.602	-2.40326e-4
0.0543040	747.602	2.81525e-3
0.0563520	747.602	5.72205e-4
0.0584000	747.602	-3.37219e-3
0.0604480	747.602	-1.68228e-3
0.0624960	747.262	1.12534e-3
0.0645440	747.262	1.21689e-3
0.0665921	747.262	4.97818e-3
0.0686399	747.262	-1.69373e-3
0.0706880	747.262	-4.88281e-3
0.0727360	747.262	1.27792e-3
0.0747840	747.160	5.76019e-4
0.0768320	747.160	-3.80325e-3
0.0788800	747.160	-8.23975e-4
0.0809280	747.160	1.48773e-3
0.0829761	747.160	-1.10626e-3
0.0850240	747.160	-2.64359e-3
0.0870720	747.160	1.72424e-3
0.0891200	747.160	3.88336e-3
0.0911680	747.160	5.32532e-3
0.0932160	747.160	2.42615e-3
0.0952640	747.160	-7.14874e-3
0.0973120	747.160	-4.93622e-3
0.0993599	746.941	1.34659e-3
0.101408	746.941	8.01086e-5
0.103456	746.941	-7.66754e-4
0.105504	746.941	2.29645e-3
0.107552	746.941	5.55801e-3
0.109600	746.941	4.50897e-3
0.111648	746.941	-6.01196e-3
0.113696	746.941	-1.29700e-3
0.115744	746.941	2.09808e-3
0.117792	746.941	-3.16238e-3
0.119840	746.941	-2.74658e-3
0.121888	746.941	3.57819e-3
0.124960	746.719	-1.35040e-3
0.129056	746.719	3.27301e-3
0.133152	746.719	1.41907e-3
0.137248	746.480	-6.88934e-3
0.141344	746.480	3.56674e-3
0.145440	746.480	3.43323e-4
0.149536	746.238	1.97601e-3
0.153632	746.238	-3.95203e-3
0.157728	746.238	1.94550e-4
0.161824	746.238	-3.35693e-4
0.165920	746.000	1.62125e-3
0.170016	746.000	-2.23160e-3
0.174112	746.000	1.52969e-3
0.178208	746.000	3.45612e-3
0.182304	746.000	-7.34329e-3
0.186400	745.801	3.64685e-3
0.190496	745.801	-2.30408e-3
0.194592	745.801	2.15149e-3
0.198688	745.801	2.38037e-3
0.202784	745.801	-1.68228e-3
0.206880	745.539	-3.43704e-3
0.210976	745.539	2.53677e-3
0.215072	745.539	2.32697e-4
0.219168	745.539	5.90897e-3
0.223264	745.539	3.72314e-3
0.227360	745.539	-5.82123e-3
0.231456	745.539	-4.21524e-3
0.235552	745.539	2.37274e-3
0.239648	745.500	6.32477e-3
0.243744	745.500	2.17056e-3
0.247840	745.500	-6.52313e-3
0.251936	745.500	2.59018e-3
0.256032	745.500	-3.06702e-3
0.260128	745.500	2.52533e-3
0.264224	745.262	4.97437e-3
0.268320	745.262	1.93024e-3
0.272416	745.262	7.77817e-3
0.276512	745.020	-6.02722e-3
0.280608	745.020	3.39508e-3
0.284704	745.020	2.05231e-3
0.290848	745.020	1.08337e-3
0.299040	744.801	2.81525e-3
0.307232	744.801	2.14386e-3
0.315424	744.621	3.22723e-3
0.323616	744.621	5.68008e-3
0.331808	744.621	2.02179e-3
0.340000	744.301	-5.79834e-4
0.348192	744.262	-2.80380e-3
0.356384	744.262	-2.51007e-3
0.364576	744.262	2.42615e-3
0.372768	744.039	-2.66266e-3
0.380960	744.039	1.25504e-3
0.389152	744.039	4.64249e-3
0.397344	743.801	2.41852e-3
0.405536	743.801	5.84793e-3
