 ,Label,Area,X,Y,Slice
1,MASK_c11.avi:0.04 s,166087,719.6850,556.6319,1
2,MASK_c11.avi:0.08 s,166087,719.6850,556.6319,2
3,MASK_c11.avi:0.12 s,166087,719.6850,556.6319,3
4,MASK_c11.avi:0.16 s,166098,719.6735,556.6438,4
5,MASK_c11.avi:0.20 s,166098,719.6735,556.6438,5
6,MASK_c11.avi:0.24 s,166098,719.6735,556.6438,6
7,MASK_c11.avi:0.28 s,166098,719.6735,556.6438,7
8,MASK_c11.avi:0.32 s,166098,719.6735,556.6438,8
9,MASK_c11.avi:0.36 s,166058,719.7246,556.6909,9
10,MASK_c11.avi:0.40 s,166058,719.7246,556.6909,10
11,MASK_c11.avi:0.44 s,166058,719.7246,556.6909,11
12,MASK_c11.avi:0.48 s,166058,719.7246,556.6909,12
13,MASK_c11.avi:0.52 s,166025,719.7346,556.6680,13
14,MASK_c11.avi:0.56 s,166025,719.7346,556.6680,14
15,MASK_c11.avi:0.60 s,166025,719.7346,556.6680,15
16,MASK_c11.avi:0.64 s,166025,719.7346,556.6680,16
17,MASK_c11.avi:0.68 s,165961,719.7290,556.6817,17
18,MASK_c11.avi:0.72 s,165961,719.7290,556.6817,18
19,MASK_c11.avi:0.76 s,165961,719.7290,556.6817,19
20,MASK_c11.avi:0.80 s,165961,719.7290,556.6817,20
21,MASK_c11.avi:0.84 s,166028,719.7625,556.6557,21
22,MASK_c11.avi:0.88 s,166028,719.7625,556.6557,22
23,MASK_c11.avi:0.92 s,166028,719.7625,556.6557,23
24,MASK_c11.avi:0.96 s,165966,719.7182,556.6981,24
25,MASK_c11.avi:1.00 s,165966,719.7182,556.6981,25
26,MASK_c11.avi:1.04 s,165966,719.7182,556.6981,26
27,MASK_c11.avi:1.08 s,165966,719.7182,556.6981,27
28,MASK_c11.avi:1.12 s,165983,719.7697,556.6949,28
29,MASK_c11.avi:1.16 s,165983,719.7697,556.6949,29
30,MASK_c11.avi:1.20 s,165983,719.7697,556.6949,30
31,MASK_c11.avi:1.24 s,165983,719.7697,556.6949,31
32,MASK_c11.avi:1.28 s,165983,719.7697,556.6949,32
33,MASK_c11.avi:1.32 s,165996,719.7258,556.7196,33
34,MASK_c11.avi:1.36 s,165996,719.7258,556.7196,34
35,MASK_c11.avi:1.40 s,165996,719.7258,556.7196,35
36,MASK_c11.avi:1.44 s,165996,719.7258,556.7196,36
37,MASK_c11.avi:1.48 s,166026,719.7932,556.6783,37
38,MASK_c11.avi:1.52 s,166026,719.7932,556.6783,38
39,MASK_c11.avi:1.56 s,166026,719.7932,556.6783,39
40,MASK_c11.avi:1.60 s,166026,719.7932,556.6783,40
41,MASK_c11.avi:1.64 s,165974,719.7709,556.7222,41
42,MASK_c11.avi:1.68 s,165974,719.7709,556.7222,42
43,MASK_c11.avi:1.72 s,165974,719.7709,556.7222,43
44,MASK_c11.avi:1.76 s,165927,719.7097,556.6747,44
45,MASK_c11.avi:1.80 s,165927,719.7097,556.6747,45
46,MASK_c11.avi:1.84 s,165927,719.7097,556.6747,46
47,MASK_c11.avi:1.88 s,165927,719.7097,556.6747,47
48,MASK_c11.avi:1.92 s,165954,719.7479,556.6677,48
49,MASK_c11.avi:1.96 s,165954,719.7479,556.6677,49
50,MASK_c11.avi:2.00 s,165954,719.7479,556.6677,50
51,MASK_c11.avi:2.04 s,165954,719.7479,556.6677,51
52,MASK_c11.avi:2.08 s,165954,719.7479,556.6677,52
53,MASK_c11.avi:2.12 s,166009,719.7361,556.7031,53
54,MASK_c11.avi:2.16 s,166009,719.7361,556.7031,54
55,MASK_c11.avi:2.20 s,166009,719.7361,556.7031,55
56,MASK_c11.avi:2.24 s,166009,719.7361,556.7031,56
57,MASK_c11.avi:2.28 s,165959,719.7910,556.6696,57
58,MASK_c11.avi:2.32 s,165959,719.7910,556.6696,58
59,MASK_c11.avi:2.36 s,165959,719.7910,556.6696,59
60,MASK_c11.avi:2.40 s,165959,719.7910,556.6696,60
61,MASK_c11.avi:2.44 s,165959,719.7910,556.6696,61
62,MASK_c11.avi:2.48 s,165980,719.7382,556.6468,62
63,MASK_c11.avi:2.52 s,165980,719.7382,556.6468,63
64,MASK_c11.avi:2.56 s,165972,719.7755,556.6675,64
65,MASK_c11.avi:2.60 s,165972,719.7755,556.6675,65
66,MASK_c11.avi:2.64 s,165972,719.7755,556.6675,66
