Time	Gap	Axial force
s	µm	N
0.00000	647.328	8.96454e-4
5.44000e-4	647.328	1.15204e-3
1.56800e-3	647.328	1.22452e-3
2.59200e-3	647.328	9.49860e-4
3.61600e-3	647.328	5.68390e-4
4.64000e-3	647.328	3.73840e-4
5.66400e-3	647.328	3.39508e-4
6.68800e-3	647.328	7.62939e-4
7.71200e-3	647.328	2.04468e-3
8.73600e-3	647.328	3.75748e-3
9.76000e-3	647.328	3.82614e-3
0.0107840	647.328	1.23596e-3
0.0118080	647.328	-2.52533e-3
0.0128320	647.328	-4.71497e-3
0.0138560	647.328	-4.36020e-3
0.0148800	647.328	-2.02179e-3
0.0159040	647.328	4.34875e-4
0.0169280	647.328	2.22778e-3
0.0179520	647.328	2.96021e-3
0.0189760	647.328	2.84958e-3
0.0200000	647.328	1.99509e-3
0.0210240	647.328	1.20544e-3
0.0220480	647.328	1.31989e-3
0.0230720	647.328	2.66266e-3
0.0240960	647.328	2.66266e-3
0.0251200	647.328	1.56021e-3
0.0261440	647.328	4.11987e-4
0.0271680	647.328	-2.97546e-4
0.0281920	647.328	-5.83649e-4
0.0292160	647.328	-3.35693e-4
0.0302400	647.328	1.01852e-3
0.0312640	647.328	3.61252e-3
0.0322880	647.328	6.72531e-3
0.0333120	647.328	7.65228e-3
0.0343360	647.328	4.84848e-3
0.0353600	647.230	-7.70569e-4
0.0363840	647.230	-4.94385e-3
0.0374080	647.230	-5.52368e-3
0.0384320	647.230	-3.14331e-3
0.0394560	647.230	5.34058e-5
0.0404800	647.230	2.41852e-3
0.0420160	647.230	2.16293e-3
0.0440640	647.234	-7.24792e-4
0.0461120	647.234	2.65884e-3
0.0481600	647.234	7.32422e-4
0.0502080	647.031	-3.68881e-3
0.0522560	647.031	-6.56128e-4
0.0543040	647.031	5.69916e-3
0.0563520	647.031	8.91876e-3
0.0584000	647.031	-8.77380e-5
0.0604480	647.031	-5.10025e-3
0.0624960	647.031	1.83487e-3
0.0645440	647.031	2.44141e-3
0.0665920	647.031	-4.07028e-3
0.0686400	647.031	2.28882e-5
0.0706880	647.031	9.49097e-3
0.0727360	647.031	6.50787e-3
0.0747840	647.031	-5.09262e-3
0.0768320	647.031	-2.64740e-3
0.0788800	647.031	5.35965e-3
0.0809280	646.812	1.39618e-3
0.0829760	646.812	-3.91006e-3
0.0850240	646.812	9.15527e-4
0.0870720	646.812	1.68610e-3
0.0891200	646.812	-2.03705e-3
0.0911680	646.414	9.15527e-4
0.0932160	646.414	4.86755e-3
0.0952640	646.414	2.46048e-3
0.0973120	646.414	1.72043e-3
0.0993600	646.414	8.53348e-3
0.101408	646.414	4.03595e-3
0.103456	646.414	-7.10297e-3
0.105504	646.414	-4.30298e-3
0.107552	646.414	3.43323e-3
0.109600	646.414	1.03760e-3
0.111648	646.414	6.10352e-4
0.113696	646.414	2.41852e-3
0.115744	646.414	9.23157e-4
0.117792	646.191	-5.91278e-4
0.119840	646.191	1.04523e-3
0.121888	646.191	1.20544e-3
0.124960	646.191	9.73129e-3
0.129056	646.191	-9.86099e-3
0.133152	646.191	6.36292e-3
0.137248	646.191	-2.21252e-3
0.141344	646.172	3.22723e-3
0.145440	646.172	7.61795e-3
0.149536	646.172	-4.31442e-3
0.153632	645.812	2.10571e-3
0.157728	645.812	-1.02997e-4
0.161824	645.812	2.74658e-4
0.165920	645.531	3.00217e-3
0.170016	645.531	1.57928e-3
0.174112	645.531	6.43921e-3
0.178208	645.531	-4.37546e-3
0.182304	645.531	4.71497e-3
0.186400	645.531	-6.14166e-4
0.190496	645.531	6.19888e-3
0.194592	645.531	3.16238e-3
0.198688	645.531	-1.59073e-3
0.202784	645.531	6.03867e-3
0.206880	645.371	1.94550e-4
0.210976	645.371	9.38416e-4
0.215072	645.371	-1.82724e-3
0.219168	645.191	4.39072e-3
0.223264	645.191	3.01361e-4
0.227360	645.191	3.66974e-3
0.231456	645.191	1.92261e-3
0.235552	645.191	9.18961e-3
0.239648	645.191	-1.86920e-3
0.243744	644.953	5.53513e-3
0.247840	644.953	2.43378e-3
0.251936	644.953	2.26593e-3
0.256032	644.953	6.96182e-3
0.260128	644.754	-1.67847e-4
0.264224	644.754	7.49969e-3
0.268320	644.754	-2.21252e-4
0.272416	644.754	7.62939e-4
0.276512	644.754	1.62888e-3
0.280608	644.754	5.24139e-3
0.284704	644.535	4.58145e-3
0.290848	644.535	2.70462e-3
0.299040	644.312	5.58472e-3
0.307232	644.312	4.48990e-3
0.315424	644.312	0.0144730
0.323616	644.113	6.29807e-3
0.331808	643.754	7.33566e-3
0.340000	643.754	3.63541e-3
0.348192	643.754	7.46536e-3
0.356384	643.734	5.76019e-3
0.364576	643.734	4.70352e-3
0.372768	643.734	5.60379e-3
0.380960	643.516	9.33456e-3
0.389152	643.516	3.98636e-3
0.397344	643.375	1.15204e-3
0.405536	643.094	4.35638e-3
0.413728	643.094	2.70462e-3
0.421920	643.094	2.14386e-3
0.430112	642.895	2.93350e-3
0.438304	642.895	1.50299e-3
0.446496	642.734	1.60217e-3
0.454688	642.734	4.53186e-3
0.462880	642.734	6.62994e-3
0.471072	642.730	5.38254e-3
0.479264	642.512	1.72806e-3
0.487456	642.313	1.36948e-3
0.495648	642.313	3.69644e-3
0.503840	642.113	7.65228e-3
0.512032	642.113	5.24139e-3
0.520224	642.113	7.59888e-3
0.528416	641.914	5.76782e-3
0.536608	641.914	8.55255e-3
0.544800	641.594	3.50571e-3
0.552992	641.594	4.52042e-3
0.561184	641.594	4.85229e-3
0.569376	641.594	8.09479e-3
0.577568	641.531	8.34656e-3
0.585760	641.531	2.18201e-3
0.593952	641.313	7.11060e-3
0.602144	641.172	9.06754e-3
0.610336	641.172	5.41687e-3
0.622624	640.953	-9.38416e-4
0.639008	640.953	3.70026e-3
0.655392	640.613	3.68500e-3
0.671776	640.590	4.70352e-3
0.688160	640.250	3.66592e-3
0.704544	640.191	-1.57547e-3
0.720928	639.871	2.92587e-3
0.737312	639.871	4.39835e-3
0.753696	639.730	5.64957e-3
0.770080	639.512	5.36728e-3
0.786464	639.391	4.43268e-3
0.802848	639.113	3.94058e-3
0.819232	639.113	8.39233e-3
0.835616	638.953	5.36728e-3
0.852000	638.750	9.78851e-3
0.868384	638.531	0.0111351
0.884768	638.375	8.78143e-3
0.901152	638.375	2.38037e-3
0.917536	638.016	0.0104103
0.933920	638.016	7.81250e-3
0.950304	637.676	6.16074e-3
0.966688	637.652	0.0122719
0.983072	637.312	0.0109520
0.999456	637.254	4.08173e-4
1.01584	637.254	6.79398e-3
1.03222	636.953	4.36020e-3
1.04861	636.953	7.93839e-3
1.06499	636.594	8.68988e-3
1.08138	636.395	9.02557e-3
1.09776	636.395	0.0119247
1.11414	636.234	7.86209e-3
1.13053	636.016	6.67572e-3
1.14691	635.734	0.0115280
1.16330	635.613	0.0102806
1.17968	635.375	7.80869e-3
1.19606	635.375	6.43539e-3
1.21245	635.172	0.0107727
1.22883	634.953	0.0122604
1.24522	634.813	0.0153275
1.26160	634.535	0.0100861
1.28618	634.332	0.0105782
1.31894	633.953	0.0108147
1.35171	633.672	0.0156021
1.38448	633.395	7.01523e-3
1.41725	633.094	0.0140648
1.45002	632.652	0.0127029
1.48278	632.395	0.0115471
1.51555	632.094	7.85828e-3
1.54832	631.652	9.68552e-3
1.58109	631.453	0.0123329
1.61386	630.953	9.05228e-3
1.64662	630.910	0.0160713
1.67939	630.512	7.78580e-3
1.71216	630.230	0.0153351
1.74493	629.977	0.0173225
1.77770	629.535	9.49097e-3
1.81046	629.316	0.0145988
1.84323	628.836	0.0156364
1.87600	628.395	0.0152473
1.90877	628.375	0.0183182
1.94154	627.895	0.0178719
1.97430	627.457	0.0193558
2.00707	627.234	0.0165596
2.03984	626.836	0.0189514
2.07261	626.535	0.0171776
2.10538	626.297	0.0194435
2.13814	625.816	0.0198898
2.17091	625.379	0.0157127
2.20368	625.340	0.0193596
2.23645	624.879	0.0212402
2.26922	624.680	0.0158882
2.30198	624.238	0.0208664
2.33475	623.738	0.0192909
2.36752	623.672	0.0219841
2.40029	623.230	0.0262909
2.43306	622.832	0.0216255
2.46582	622.551	0.0232582
2.49859	622.293	0.0244179
2.53136	622.090	0.0232964
2.56413	621.594	0.0203362
2.61328	620.813	0.0228577
2.67882	620.230	0.0247803
2.74435	619.672	0.0254440
2.80989	619.152	0.0207977
2.87542	618.250	0.0253601
2.94096	617.590	0.0263557
3.00650	617.031	0.0295868
3.07203	616.473	0.0265846
3.13757	615.531	0.0270042
3.20310	615.039	0.0263062
3.26864	614.398	0.0297318
3.33418	613.680	0.0251312
3.39971	612.973	0.0297775
3.46525	612.473	0.0299072
3.53078	611.813	0.0329132
3.59632	611.094	0.0364914
3.66186	610.516	0.0328789
3.72739	609.813	0.0317078
3.79293	608.875	0.0319214
3.85846	608.316	0.0332870
3.92400	607.734	0.0380363
3.98954	607.191	0.0398407
4.05507	606.449	0.0437393
4.12061	605.891	0.0416298
4.18614	605.152	0.0326805
4.25168	604.594	0.0412674
4.31722	603.813	0.0328331
4.38275	603.035	0.0406456
4.44829	602.457	0.0418587
4.51382	601.656	0.0418243
4.57936	601.098	0.0439339
4.64490	600.535	0.0414162
4.71043	599.957	0.0464897
4.77597	599.156	0.0457993
4.84150	598.539	0.0385818
5.51132	597.012	0.0384636
5.51186	597.012	0.0370255
5.51288	597.012	0.0351830
5.51391	597.012	0.0353012
5.51493	597.012	0.0359726
5.51595	597.012	0.0361595
5.51698	597.012	0.0357742
5.51800	597.012	0.0350342
5.51903	597.012	0.0343475
5.52005	597.012	0.0340729
5.52108	597.012	0.0344353
5.52210	597.012	0.0355034
5.52312	597.012	0.0368690
5.52415	597.012	0.0377617
5.52517	597.012	0.0383263
5.52620	597.012	0.0387993
5.52722	597.012	0.0390396
5.52824	597.012	0.0389519
5.52927	597.012	0.0384789
5.53029	597.012	0.0376511
5.53132	597.012	0.0366898
5.53234	597.012	0.0362129
5.53336	597.012	0.0361557
5.53439	597.012	0.0360985
5.53541	597.012	0.0355568
5.53644	597.012	0.0347366
5.53746	597.012	0.0339622
5.53848	597.012	0.0333939
5.53951	597.012	0.0331192
5.54053	597.012	0.0334053
5.54155	597.012	0.0341377
5.54258	597.012	0.0350647
5.54360	597.012	0.0358772
5.54463	597.012	0.0365257
5.54565	597.012	0.0370560
5.54668	597.012	0.0375671
5.54770	597.012	0.0379372
5.54872	597.012	0.0379257
5.54975	597.012	0.0374756
5.55077	597.012	0.0367699
5.55180	597.012	0.0358887
5.55333	597.012	0.0343399
5.55538	597.012	0.0322495
5.55743	597.012	0.0316238
5.55947	597.012	0.0324211
5.56152	597.012	0.0330276
5.56357	597.012	0.0340538
5.56562	597.012	0.0358086
5.56767	597.012	0.0367470
5.56972	597.012	0.0361900
5.57176	597.012	0.0364761
5.57381	597.012	0.0365334
5.57586	597.012	0.0352440
5.57791	597.012	0.0328789
5.57996	597.012	0.0329857
5.58200	597.012	0.0353508
5.58405	597.012	0.0363884
5.58610	597.012	0.0360832
5.58815	597.012	0.0352325
5.59020	597.012	0.0353012
5.59224	597.012	0.0351257
5.59429	597.012	0.0356827
5.59634	597.012	0.0348930
5.59839	597.012	0.0348434
5.60044	597.012	0.0347366
5.60248	597.012	0.0334206
5.60453	597.012	0.0322800
5.60658	597.012	0.0334129
5.60863	597.012	0.0363731
5.61068	597.012	0.0362206
5.61272	597.012	0.0347672
5.61477	597.012	0.0352707
5.61682	597.012	0.0359879
5.61887	597.012	0.0358696
5.62091	597.012	0.0336647
5.62296	596.977	0.0343399
5.62501	596.977	0.0346870
5.62706	596.977	0.0349770
5.62911	596.977	0.0348892
5.63116	596.977	0.0346336
5.63320	596.977	0.0352516
5.63628	596.977	0.0362320
5.64037	596.977	0.0349426
5.64447	596.977	0.0324669
5.64856	596.977	0.0342293
5.65266	596.977	0.0337601
5.65675	596.977	0.0341187
5.66085	596.977	0.0329170
5.66495	596.977	0.0320549
5.66904	596.977	0.0335350
5.67314	596.977	0.0354652
5.67724	596.977	0.0343208
5.68133	596.977	0.0334625
5.68543	596.977	0.0331497
5.68952	596.977	0.0347939
5.69362	596.977	0.0358505
5.69772	596.977	0.0357742
5.70181	596.977	0.0344658
5.70591	596.977	0.0343666
5.71000	596.977	0.0349731
5.71410	596.977	0.0339622
5.71819	596.977	0.0336761
5.72229	596.977	0.0313034
5.72639	596.977	0.0329285
5.73048	596.977	0.0316620
5.73458	596.977	0.0334740
5.73868	596.977	0.0309486
5.74277	596.977	0.0341873
5.74687	596.977	0.0328331
5.75096	596.977	0.0348167
5.75506	596.977	0.0325699
5.75916	596.977	0.0351906
5.76325	596.977	0.0347137
5.76735	596.977	0.0350456
5.77144	596.977	0.0332031
5.77554	596.977	0.0354424
5.77963	596.977	0.0323448
5.78373	596.977	0.0350037
5.78783	596.977	0.0335159
5.79192	596.977	0.0330162
5.79602	596.977	0.0317039
5.80216	596.977	0.0330315
5.81036	596.977	0.0303497
5.81855	596.977	0.0333443
5.82674	596.977	0.0321770
5.83493	596.977	0.0339165
5.84312	596.977	0.0362968
5.85132	596.977	0.0330276
5.85951	596.977	0.0336876
5.86770	596.977	0.0304565
5.87589	596.977	0.0334053
5.88408	596.977	0.0287971
5.89228	596.977	0.0326576
5.90047	596.977	0.0333443
5.90866	596.977	0.0325966
5.91685	596.977	0.0331879
5.92504	596.977	0.0315933
5.93324	596.977	0.0334892
5.94143	596.977	0.0302429
5.94962	596.977	0.0329094
5.95781	596.977	0.0324936
5.96600	596.977	0.0349998
5.97420	596.977	0.0341988
5.98239	596.977	0.0330200
5.99058	596.977	0.0317497
5.99877	596.977	0.0306091
6.00696	596.977	0.0324364
6.01516	596.977	0.0301323
6.02335	596.977	0.0323105
6.03154	596.980	0.0307732
6.03973	596.980	0.0303688
6.04792	596.980	0.0330238
6.05612	596.980	0.0319290
6.06431	596.980	0.0335388
6.07250	596.980	0.0300865
6.08069	596.980	0.0326195
6.08888	596.980	0.0312500
6.09707	596.980	0.0312042
6.10527	596.980	0.0312500
6.11346	596.980	0.0304871
6.12165	596.980	0.0334244
6.13394	596.980	0.0331345
6.15032	596.980	0.0306320
6.16671	596.980	0.0310936
6.18309	596.980	0.0286865
6.19948	596.980	0.0314445
6.21586	596.980	0.0309677
6.23224	596.957	0.0290718
6.24863	596.957	0.0290871
6.26501	596.957	0.0312576
6.28139	596.957	0.0294151
6.29778	596.957	0.0298920
6.31416	596.957	0.0289154
6.33055	596.957	0.0279198
6.34693	596.957	0.0290565
6.36332	596.957	0.0302505
6.37970	596.957	0.0298119
6.39608	596.957	0.0293503
6.41247	596.957	0.0293808
6.42885	596.957	0.0293999
6.44524	596.957	0.0289154
6.46162	596.957	0.0285339
6.47800	596.957	0.0277901
6.49439	596.957	0.0295105
6.51077	596.957	0.0307846
6.52716	596.957	0.0267105
6.54354	596.957	0.0324707
6.55992	596.957	0.0315704
6.57631	596.957	0.0297012
