Time	Gap	Axial force
s	µm	N
0.00000	718.223	5.34058e-5
5.44000e-4	718.223	-1.81961e-3
1.56800e-3	718.223	-2.04086e-3
2.59200e-3	718.223	-8.50677e-4
3.61600e-3	718.223	7.28607e-4
4.64000e-3	718.223	1.30844e-3
5.66400e-3	718.223	5.26428e-4
6.68800e-3	718.223	-1.98364e-4
7.71200e-3	718.223	-2.89917e-4
8.73600e-3	718.223	4.27246e-4
9.76000e-3	718.223	1.60599e-3
0.0107840	718.223	2.56348e-3
0.0118080	718.223	2.75803e-3
0.0128320	718.145	3.45230e-3
0.0138560	718.145	6.00052e-3
0.0148800	718.145	8.24356e-3
0.0159040	718.145	7.13348e-3
0.0169280	718.145	2.14386e-3
0.0179520	718.145	-2.96783e-3
0.0189760	718.145	-5.26810e-3
0.0200000	718.145	-3.38745e-3
0.0210240	718.145	4.23431e-4
0.0220480	718.145	3.78036e-3
0.0230720	718.145	4.52042e-3
0.0240960	718.145	2.93732e-3
0.0251200	718.145	0.00000
0.0261440	718.145	2.02179e-4
0.0271680	718.145	2.14005e-3
0.0281920	718.145	3.93677e-3
0.0292160	718.145	4.60052e-3
0.0302400	718.145	3.57437e-3
0.0312640	718.145	1.78528e-3
0.0322880	718.145	4.00543e-4
0.0333120	718.145	6.79016e-4
0.0343360	718.145	2.05231e-3
0.0353600	718.145	3.20816e-3
0.0363840	717.945	3.09753e-3
0.0374080	717.945	2.09808e-3
0.0384320	717.945	2.01035e-3
0.0394560	717.945	3.84140e-3
0.0404800	717.945	6.44302e-3
0.0420160	717.945	3.35693e-3
0.0440640	717.945	-4.30298e-3
0.0461120	717.945	3.06320e-3
0.0481600	717.945	5.37109e-3
0.0502080	717.945	-4.38690e-4
0.0522560	717.945	1.64413e-3
0.0543040	717.945	6.62231e-3
0.0563520	717.945	8.25119e-3
0.0584000	717.863	5.02396e-3
0.0604480	717.863	-2.64740e-3
0.0624960	717.863	-1.88828e-3
0.0645440	717.863	4.27628e-3
0.0665920	717.863	4.90570e-3
0.0686400	717.863	3.36075e-3
0.0706880	717.504	6.24084e-3
0.0727360	717.504	5.22232e-3
0.0747840	717.504	3.07083e-3
0.0768320	717.504	4.12369e-3
0.0788800	717.504	5.95093e-3
0.0809280	717.504	4.24194e-3
0.0829760	717.504	7.52640e-3
0.0850240	717.504	7.82394e-3
0.0870720	717.504	-3.43323e-5
0.0891200	717.504	3.71933e-3
0.0911680	717.504	7.69424e-3
0.0932160	717.504	2.16675e-3
0.0952640	717.445	1.65176e-3
0.0973120	717.445	6.29807e-3
0.0993600	717.445	7.11441e-3
0.101408	717.445	9.12476e-3
0.103456	717.445	3.99399e-3
0.105504	717.445	-3.43323e-5
0.107552	717.445	4.99344e-3
0.109600	717.445	5.18417e-3
0.111648	717.445	3.05939e-3
0.113696	717.445	6.05774e-3
0.115744	717.445	6.90460e-3
0.117792	717.445	4.07410e-3
0.119840	717.445	3.45230e-3
0.121888	717.223	7.57980e-3
0.124960	717.223	6.47736e-3
0.129056	717.223	9.60541e-3
0.133152	717.004	4.83704e-3
0.137248	717.004	4.55475e-3
0.141344	717.004	9.39560e-3
0.145440	717.004	6.16455e-3
0.149536	717.004	7.74002e-3
0.153632	717.004	0.0136108
0.157728	717.004	-1.73569e-3
0.161824	716.785	0.0102386
0.165920	716.785	6.92749e-3
0.170016	716.504	8.51059e-3
0.174112	716.504	7.75528e-3
0.178208	716.504	7.31277e-3
0.182304	716.504	7.09915e-3
0.186400	716.504	0.0107117
0.190496	716.504	6.98471e-3
0.194592	716.262	9.15527e-3
0.198688	716.262	0.0133591
0.202784	716.262	5.04684e-3
0.206880	716.262	9.15146e-3
0.210976	716.262	4.79126e-3
0.215072	716.262	0.0108719
0.219168	716.223	0.0139503
0.223264	716.223	4.45557e-3
0.227360	716.223	0.0106964
0.231456	715.945	0.0102501
0.235552	715.945	8.86154e-3
0.239648	715.945	0.0138664
0.243744	715.945	8.51059e-3
0.247840	715.945	0.0158195
0.251936	715.945	5.40543e-3
0.256032	715.785	0.0109482
0.260128	715.785	0.0117340
0.264224	715.785	0.0114784
0.268320	715.785	7.72095e-3
0.272416	715.785	0.0150337
0.276512	715.785	5.40543e-3
0.280608	715.562	0.0131302
0.284704	715.562	9.86862e-3
0.290848	715.266	0.0170822
0.299040	715.266	0.0138702
0.307232	715.266	0.0108719
0.315424	715.023	0.0102615
0.323616	715.023	5.85556e-3
0.331808	715.023	0.0123940
0.340000	715.004	0.0121613
