 ,Label,Area,X,Y,Slice
1,MASK_c8.avi:0.04 s,146418,881.7272,617.6364,1
2,MASK_c8.avi:0.08 s,146418,881.7272,617.6364,2
3,MASK_c8.avi:0.12 s,146418,881.7272,617.6364,3
4,MASK_c8.avi:0.16 s,146418,881.7272,617.6364,4
5,MASK_c8.avi:0.20 s,146418,881.7272,617.6364,5
6,MASK_c8.avi:0.24 s,146437,881.6708,617.6813,6
7,MASK_c8.avi:0.28 s,146437,881.6708,617.6813,7
8,MASK_c8.avi:0.32 s,146437,881.6708,617.6813,8
9,MASK_c8.avi:0.36 s,146444,881.6915,617.7048,9
10,MASK_c8.avi:0.40 s,146444,881.6915,617.7048,10
11,MASK_c8.avi:0.44 s,146444,881.6915,617.7048,11
12,MASK_c8.avi:0.48 s,146444,881.6915,617.7048,12
13,MASK_c8.avi:0.52 s,146426,881.7063,617.6831,13
14,MASK_c8.avi:0.56 s,146426,881.7063,617.6831,14
15,MASK_c8.avi:0.60 s,146426,881.7063,617.6831,15
16,MASK_c8.avi:0.64 s,146426,881.7063,617.6831,16
17,MASK_c8.avi:0.68 s,146417,881.6793,617.6739,17
18,MASK_c8.avi:0.72 s,146417,881.6793,617.6739,18
19,MASK_c8.avi:0.76 s,146417,881.6793,617.6739,19
20,MASK_c8.avi:0.80 s,146417,881.6793,617.6739,20
21,MASK_c8.avi:0.84 s,146418,881.6824,617.6778,21
22,MASK_c8.avi:0.88 s,146418,881.6824,617.6778,22
23,MASK_c8.avi:0.92 s,146418,881.6824,617.6778,23
24,MASK_c8.avi:0.96 s,146418,881.6824,617.6778,24
25,MASK_c8.avi:1.00 s,146418,881.6824,617.6778,25
26,MASK_c8.avi:1.04 s,146413,881.6994,617.6622,26
27,MASK_c8.avi:1.08 s,146413,881.6994,617.6622,27
28,MASK_c8.avi:1.12 s,146413,881.6994,617.6622,28
29,MASK_c8.avi:1.16 s,146438,881.6721,617.6748,29
30,MASK_c8.avi:1.20 s,146438,881.6721,617.6748,30
31,MASK_c8.avi:1.24 s,146438,881.6721,617.6748,31
32,MASK_c8.avi:1.28 s,146438,881.6721,617.6748,32
33,MASK_c8.avi:1.32 s,146425,881.6808,617.6608,33
34,MASK_c8.avi:1.36 s,146425,881.6808,617.6608,34
35,MASK_c8.avi:1.40 s,146425,881.6808,617.6608,35
36,MASK_c8.avi:1.44 s,146425,881.6808,617.6608,36
37,MASK_c8.avi:1.48 s,146437,881.6789,617.6611,37
38,MASK_c8.avi:1.52 s,146437,881.6789,617.6611,38
39,MASK_c8.avi:1.56 s,146437,881.6789,617.6611,39
40,MASK_c8.avi:1.60 s,146437,881.6789,617.6611,40
41,MASK_c8.avi:1.64 s,146437,881.6789,617.6611,41
42,MASK_c8.avi:1.68 s,146420,881.7092,617.6690,42
43,MASK_c8.avi:1.72 s,146420,881.7092,617.6690,43
44,MASK_c8.avi:1.76 s,146420,881.7092,617.6690,44
45,MASK_c8.avi:1.80 s,146420,881.7092,617.6690,45
46,MASK_c8.avi:1.84 s,146441,881.6609,617.6674,46
47,MASK_c8.avi:1.88 s,146441,881.6609,617.6674,47
48,MASK_c8.avi:1.92 s,146441,881.6609,617.6674,48
49,MASK_c8.avi:1.96 s,146441,881.6609,617.6674,49
50,MASK_c8.avi:2.00 s,146432,881.6855,617.7003,50
51,MASK_c8.avi:2.04 s,146432,881.6855,617.7003,51
52,MASK_c8.avi:2.08 s,146432,881.6855,617.7003,52
53,MASK_c8.avi:2.12 s,146442,881.6916,617.6844,53
54,MASK_c8.avi:2.16 s,146442,881.6916,617.6844,54
55,MASK_c8.avi:2.20 s,146442,881.6916,617.6844,55
56,MASK_c8.avi:2.24 s,146442,881.6916,617.6844,56
57,MASK_c8.avi:2.28 s,146442,881.6916,617.6844,57
58,MASK_c8.avi:2.32 s,146429,881.6605,617.6698,58
59,MASK_c8.avi:2.36 s,146429,881.6605,617.6698,59
60,MASK_c8.avi:2.40 s,146429,881.6605,617.6698,60
61,MASK_c8.avi:2.44 s,146433,881.6635,617.6579,61
62,MASK_c8.avi:2.48 s,146433,881.6635,617.6579,62
63,MASK_c8.avi:2.52 s,146433,881.6635,617.6579,63
64,MASK_c8.avi:2.56 s,146433,881.6635,617.6579,64
65,MASK_c8.avi:2.60 s,146433,881.6635,617.6579,65
66,MASK_c8.avi:2.64 s,146402,881.6661,617.6857,66
67,MASK_c8.avi:2.68 s,146402,881.6661,617.6857,67
68,MASK_c8.avi:2.72 s,146402,881.6661,617.6857,68
