 ,Label,Area,X,Y,Slice
1,MASK_c1.avi:0.04 s,149122,828.7726,456.3603,1
2,MASK_c1.avi:0.08 s,149122,828.7726,456.3603,2
3,MASK_c1.avi:0.12 s,149122,828.7726,456.3603,3
4,MASK_c1.avi:0.16 s,149122,828.7726,456.3603,4
5,MASK_c1.avi:0.20 s,149101,828.7750,456.3666,5
6,MASK_c1.avi:0.24 s,149101,828.7750,456.3666,6
7,MASK_c1.avi:0.28 s,149101,828.7750,456.3666,7
8,MASK_c1.avi:0.32 s,149101,828.7750,456.3666,8
9,MASK_c1.avi:0.36 s,149117,828.7495,456.3573,9
10,MASK_c1.avi:0.40 s,149117,828.7495,456.3573,10
11,MASK_c1.avi:0.44 s,149117,828.7495,456.3573,11
12,MASK_c1.avi:0.48 s,149117,828.7495,456.3573,12
13,MASK_c1.avi:0.52 s,149157,828.7818,456.3540,13
14,MASK_c1.avi:0.56 s,149157,828.7818,456.3540,14
15,MASK_c1.avi:0.60 s,149157,828.7818,456.3540,15
16,MASK_c1.avi:0.64 s,149157,828.7818,456.3540,16
17,MASK_c1.avi:0.68 s,149125,828.7926,456.3546,17
18,MASK_c1.avi:0.72 s,149125,828.7926,456.3546,18
19,MASK_c1.avi:0.76 s,149125,828.7926,456.3546,19
20,MASK_c1.avi:0.80 s,149125,828.7926,456.3546,20
21,MASK_c1.avi:0.84 s,149125,828.7926,456.3546,21
22,MASK_c1.avi:0.88 s,149148,828.8062,456.3629,22
23,MASK_c1.avi:0.92 s,149148,828.8062,456.3629,23
24,MASK_c1.avi:0.96 s,149148,828.8062,456.3629,24
25,MASK_c1.avi:1.00 s,149166,828.7905,456.3713,25
26,MASK_c1.avi:1.04 s,149166,828.7905,456.3713,26
27,MASK_c1.avi:1.08 s,149166,828.7905,456.3713,27
28,MASK_c1.avi:1.12 s,149166,828.7905,456.3713,28
29,MASK_c1.avi:1.16 s,149170,828.7912,456.3614,29
30,MASK_c1.avi:1.20 s,149170,828.7912,456.3614,30
31,MASK_c1.avi:1.24 s,149170,828.7912,456.3614,31
32,MASK_c1.avi:1.28 s,149170,828.7912,456.3614,32
33,MASK_c1.avi:1.32 s,149185,828.7876,456.3319,33
34,MASK_c1.avi:1.36 s,149185,828.7876,456.3319,34
35,MASK_c1.avi:1.40 s,149185,828.7876,456.3319,35
36,MASK_c1.avi:1.44 s,149185,828.7876,456.3319,36
37,MASK_c1.avi:1.48 s,149185,828.7876,456.3319,37
38,MASK_c1.avi:1.52 s,149165,828.7567,456.3466,38
39,MASK_c1.avi:1.56 s,149165,828.7567,456.3466,39
40,MASK_c1.avi:1.60 s,149165,828.7567,456.3466,40
41,MASK_c1.avi:1.64 s,149151,828.7580,456.3706,41
42,MASK_c1.avi:1.68 s,149151,828.7580,456.3706,42
43,MASK_c1.avi:1.72 s,149151,828.7580,456.3706,43
44,MASK_c1.avi:1.76 s,149151,828.7580,456.3706,44
45,MASK_c1.avi:1.80 s,149137,828.7537,456.3499,45
46,MASK_c1.avi:1.84 s,149137,828.7537,456.3499,46
47,MASK_c1.avi:1.88 s,149137,828.7537,456.3499,47
48,MASK_c1.avi:1.92 s,149137,828.7537,456.3499,48
49,MASK_c1.avi:1.96 s,149131,828.7365,456.3648,49
50,MASK_c1.avi:2.00 s,149131,828.7365,456.3648,50
51,MASK_c1.avi:2.04 s,149131,828.7365,456.3648,51
52,MASK_c1.avi:2.08 s,149131,828.7365,456.3648,52
53,MASK_c1.avi:2.12 s,149101,828.7233,456.4046,53
54,MASK_c1.avi:2.16 s,149101,828.7233,456.4046,54
55,MASK_c1.avi:2.20 s,149101,828.7233,456.4046,55
56,MASK_c1.avi:2.24 s,149101,828.7233,456.4046,56
57,MASK_c1.avi:2.28 s,149094,828.7164,456.3825,57
58,MASK_c1.avi:2.32 s,149094,828.7164,456.3825,58
59,MASK_c1.avi:2.36 s,149094,828.7164,456.3825,59
60,MASK_c1.avi:2.40 s,149094,828.7164,456.3825,60
61,MASK_c1.avi:2.44 s,149112,828.6960,456.3757,61
62,MASK_c1.avi:2.48 s,149112,828.6960,456.3757,62
63,MASK_c1.avi:2.52 s,149112,828.6960,456.3757,63
64,MASK_c1.avi:2.56 s,149112,828.6960,456.3757,64
65,MASK_c1.avi:2.60 s,149111,828.7064,456.4063,65
66,MASK_c1.avi:2.64 s,149111,828.7064,456.4063,66
67,MASK_c1.avi:2.68 s,149111,828.7064,456.4063,67
68,MASK_c1.avi:2.72 s,149111,828.7064,456.4063,68
69,MASK_c1.avi:2.76 s,149111,828.7379,456.3740,69
70,MASK_c1.avi:2.80 s,149111,828.7379,456.3740,70
71,MASK_c1.avi:2.84 s,149111,828.7379,456.3740,71
72,MASK_c1.avi:2.88 s,149111,828.7379,456.3740,72
73,MASK_c1.avi:2.92 s,149133,828.7697,456.3843,73
74,MASK_c1.avi:2.96 s,149133,828.7697,456.3843,74
75,MASK_c1.avi:3.00 s,149133,828.7697,456.3843,75
76,MASK_c1.avi:3.04 s,149133,828.7697,456.3843,76
77,MASK_c1.avi:3.08 s,149133,828.7697,456.3843,77
78,MASK_c1.avi:3.12 s,149110,828.8136,456.4061,78
79,MASK_c1.avi:3.16 s,149110,828.8136,456.4061,79
80,MASK_c1.avi:3.20 s,149110,828.8136,456.4061,80
81,MASK_c1.avi:3.24 s,149095,828.8027,456.3737,81
82,MASK_c1.avi:3.28 s,149095,828.8027,456.3737,82
83,MASK_c1.avi:3.32 s,149095,828.8027,456.3737,83
84,MASK_c1.avi:3.36 s,149095,828.8027,456.3737,84
85,MASK_c1.avi:3.40 s,149126,828.8092,456.3513,85
86,MASK_c1.avi:3.44 s,149126,828.8092,456.3513,86
87,MASK_c1.avi:3.48 s,149126,828.8092,456.3513,87
88,MASK_c1.avi:3.52 s,149126,828.8092,456.3513,88
89,MASK_c1.avi:3.56 s,149127,828.8160,456.3205,89
90,MASK_c1.avi:3.60 s,149127,828.8160,456.3205,90
91,MASK_c1.avi:3.64 s,149127,828.8160,456.3205,91
92,MASK_c1.avi:3.68 s,149127,828.8160,456.3205,92
93,MASK_c1.avi:3.72 s,149127,828.8160,456.3205,93
94,MASK_c1.avi:3.76 s,149133,828.8298,456.3342,94
95,MASK_c1.avi:3.80 s,149133,828.8298,456.3342,95
96,MASK_c1.avi:3.84 s,149133,828.8298,456.3342,96
97,MASK_c1.avi:3.88 s,149133,828.8298,456.3342,97
98,MASK_c1.avi:3.92 s,149155,828.8434,456.3173,98
99,MASK_c1.avi:3.96 s,149155,828.8434,456.3173,99
100,MASK_c1.avi:4.00 s,149155,828.8434,456.3173,100
101,MASK_c1.avi:4.04 s,149155,828.8434,456.3173,101
102,MASK_c1.avi:4.08 s,149120,828.8328,456.3418,102
103,MASK_c1.avi:4.12 s,149120,828.8328,456.3418,103
104,MASK_c1.avi:4.16 s,149120,828.8328,456.3418,104
105,MASK_c1.avi:4.20 s,149152,828.8076,456.3095,105
106,MASK_c1.avi:4.24 s,149152,828.8076,456.3095,106
107,MASK_c1.avi:4.28 s,149152,828.8076,456.3095,107
108,MASK_c1.avi:4.32 s,149152,828.8076,456.3095,108
109,MASK_c1.avi:4.36 s,149171,828.7959,456.3463,109
110,MASK_c1.avi:4.40 s,149171,828.7959,456.3463,110
111,MASK_c1.avi:4.44 s,149171,828.7959,456.3463,111
112,MASK_c1.avi:4.48 s,149171,828.7959,456.3463,112
113,MASK_c1.avi:4.52 s,149158,828.8288,456.3574,113
114,MASK_c1.avi:4.56 s,149158,828.8288,456.3574,114
115,MASK_c1.avi:4.60 s,149158,828.8288,456.3574,115
116,MASK_c1.avi:4.64 s,149158,828.8288,456.3574,116
117,MASK_c1.avi:4.68 s,149158,828.8288,456.3574,117
118,MASK_c1.avi:4.72 s,149126,828.8297,456.3548,118
119,MASK_c1.avi:4.76 s,149126,828.8297,456.3548,119
120,MASK_c1.avi:4.80 s,149126,828.8297,456.3548,120
121,MASK_c1.avi:4.84 s,149126,828.8297,456.3548,121
122,MASK_c1.avi:4.88 s,149153,828.8088,456.3530,122
123,MASK_c1.avi:4.92 s,149153,828.8088,456.3530,123
124,MASK_c1.avi:4.96 s,149153,828.8088,456.3530,124
125,MASK_c1.avi:5.00 s,149153,828.8088,456.3530,125
126,MASK_c1.avi:5.04 s,149154,828.8127,456.3357,126
127,MASK_c1.avi:5.08 s,149154,828.8127,456.3357,127
128,MASK_c1.avi:5.12 s,149154,828.8127,456.3357,128
129,MASK_c1.avi:5.16 s,149121,828.7740,456.3441,129
130,MASK_c1.avi:5.20 s,149121,828.7740,456.3441,130
131,MASK_c1.avi:5.24 s,149121,828.7740,456.3441,131
132,MASK_c1.avi:5.28 s,149121,828.7740,456.3441,132
133,MASK_c1.avi:5.32 s,149121,828.7740,456.3441,133
134,MASK_c1.avi:5.36 s,149153,828.7780,456.3182,134
