 ,Label,Area,X,Y,Slice
1,MASK_c6.avi:0.04 s,146722,790.0136,624.9626,1
2,MASK_c6.avi:0.08 s,146722,790.0136,624.9626,2
3,MASK_c6.avi:0.12 s,146722,790.0136,624.9626,3
4,MASK_c6.avi:0.16 s,146722,790.0136,624.9626,4
5,MASK_c6.avi:0.20 s,146698,790.0053,624.9897,5
6,MASK_c6.avi:0.24 s,146698,790.0053,624.9897,6
7,MASK_c6.avi:0.28 s,146698,790.0053,624.9897,7
8,MASK_c6.avi:0.32 s,146698,790.0053,624.9897,8
9,MASK_c6.avi:0.36 s,146705,790.0000,624.9759,9
10,MASK_c6.avi:0.40 s,146705,790.0000,624.9759,10
11,MASK_c6.avi:0.44 s,146705,790.0000,624.9759,11
12,MASK_c6.avi:0.48 s,146705,790.0000,624.9759,12
13,MASK_c6.avi:0.52 s,146723,789.9927,624.9754,13
14,MASK_c6.avi:0.56 s,146723,789.9927,624.9754,14
15,MASK_c6.avi:0.60 s,146723,789.9927,624.9754,15
16,MASK_c6.avi:0.64 s,146723,789.9927,624.9754,16
17,MASK_c6.avi:0.68 s,146723,789.9927,624.9754,17
18,MASK_c6.avi:0.72 s,146704,789.9846,625.0157,18
19,MASK_c6.avi:0.76 s,146704,789.9846,625.0157,19
20,MASK_c6.avi:0.80 s,146704,789.9846,625.0157,20
21,MASK_c6.avi:0.84 s,146687,789.9918,625.0079,21
22,MASK_c6.avi:0.88 s,146687,789.9918,625.0079,22
23,MASK_c6.avi:0.92 s,146687,789.9918,625.0079,23
24,MASK_c6.avi:0.96 s,146687,789.9918,625.0079,24
25,MASK_c6.avi:1.00 s,146687,789.9918,625.0079,25
26,MASK_c6.avi:1.04 s,146689,789.9822,624.9920,26
27,MASK_c6.avi:1.08 s,146689,789.9822,624.9920,27
28,MASK_c6.avi:1.12 s,146689,789.9822,624.9920,28
29,MASK_c6.avi:1.16 s,146669,789.9905,624.9888,29
30,MASK_c6.avi:1.20 s,146669,789.9905,624.9888,30
31,MASK_c6.avi:1.24 s,146669,789.9905,624.9888,31
32,MASK_c6.avi:1.28 s,146669,789.9905,624.9888,32
33,MASK_c6.avi:1.32 s,146665,790.0248,624.9780,33
34,MASK_c6.avi:1.36 s,146665,790.0248,624.9780,34
35,MASK_c6.avi:1.40 s,146665,790.0248,624.9780,35
36,MASK_c6.avi:1.44 s,146703,790.0053,624.9717,36
37,MASK_c6.avi:1.48 s,146703,790.0053,624.9717,37
38,MASK_c6.avi:1.52 s,146703,790.0053,624.9717,38
39,MASK_c6.avi:1.56 s,146703,790.0053,624.9717,39
40,MASK_c6.avi:1.60 s,146703,790.0053,624.9717,40
41,MASK_c6.avi:1.64 s,146693,789.9953,624.9773,41
42,MASK_c6.avi:1.68 s,146693,789.9953,624.9773,42
43,MASK_c6.avi:1.72 s,146693,789.9953,624.9773,43
44,MASK_c6.avi:1.76 s,146693,789.9953,624.9773,44
45,MASK_c6.avi:1.80 s,146693,789.9953,624.9773,45
46,MASK_c6.avi:1.84 s,146683,790.0352,624.9747,46
47,MASK_c6.avi:1.88 s,146683,790.0352,624.9747,47
48,MASK_c6.avi:1.92 s,146683,790.0352,624.9747,48
49,MASK_c6.avi:1.96 s,146689,790.0273,625.0113,49
50,MASK_c6.avi:2.00 s,146689,790.0273,625.0113,50
51,MASK_c6.avi:2.04 s,146689,790.0273,625.0113,51
52,MASK_c6.avi:2.08 s,146689,790.0273,625.0113,52
53,MASK_c6.avi:2.12 s,146689,790.0273,625.0113,53
54,MASK_c6.avi:2.16 s,146723,790.0079,624.9840,54
55,MASK_c6.avi:2.20 s,146723,790.0079,624.9840,55
56,MASK_c6.avi:2.24 s,146723,790.0079,624.9840,56
57,MASK_c6.avi:2.28 s,146723,790.0079,624.9840,57
58,MASK_c6.avi:2.32 s,146717,790.0010,625.0048,58
59,MASK_c6.avi:2.36 s,146717,790.0010,625.0048,59
60,MASK_c6.avi:2.40 s,146717,790.0010,625.0048,60
61,MASK_c6.avi:2.44 s,146736,790.0194,624.9718,61
62,MASK_c6.avi:2.48 s,146736,790.0194,624.9718,62
63,MASK_c6.avi:2.52 s,146736,790.0194,624.9718,63
64,MASK_c6.avi:2.56 s,146736,790.0194,624.9718,64
65,MASK_c6.avi:2.60 s,146755,789.9559,624.9744,65
66,MASK_c6.avi:2.64 s,146755,789.9559,624.9744,66
67,MASK_c6.avi:2.68 s,146755,789.9559,624.9744,67
68,MASK_c6.avi:2.72 s,146755,789.9559,624.9744,68
69,MASK_c6.avi:2.76 s,146727,789.9420,624.9758,69
70,MASK_c6.avi:2.80 s,146727,789.9420,624.9758,70
71,MASK_c6.avi:2.84 s,146727,789.9420,624.9758,71
72,MASK_c6.avi:2.88 s,146727,789.9420,624.9758,72
73,MASK_c6.avi:2.92 s,146727,789.9420,624.9758,73
74,MASK_c6.avi:2.96 s,146699,789.9869,624.9584,74
75,MASK_c6.avi:3.00 s,146699,789.9869,624.9584,75
76,MASK_c6.avi:3.04 s,146699,789.9869,624.9584,76
77,MASK_c6.avi:3.08 s,146699,789.9869,624.9584,77
78,MASK_c6.avi:3.12 s,146695,789.9891,624.9621,78
79,MASK_c6.avi:3.16 s,146695,789.9891,624.9621,79
80,MASK_c6.avi:3.20 s,146695,789.9891,624.9621,80
81,MASK_c6.avi:3.24 s,146675,790.0042,624.9967,81
82,MASK_c6.avi:3.28 s,146675,790.0042,624.9967,82
83,MASK_c6.avi:3.32 s,146675,790.0042,624.9967,83
84,MASK_c6.avi:3.36 s,146675,790.0042,624.9967,84
85,MASK_c6.avi:3.40 s,146687,790.0030,625.0104,85
86,MASK_c6.avi:3.44 s,146687,790.0030,625.0104,86
87,MASK_c6.avi:3.48 s,146687,790.0030,625.0104,87
88,MASK_c6.avi:3.52 s,146687,790.0030,625.0104,88
89,MASK_c6.avi:3.56 s,146658,790.0045,624.9967,89
90,MASK_c6.avi:3.60 s,146658,790.0045,624.9967,90
91,MASK_c6.avi:3.64 s,146658,790.0045,624.9967,91
92,MASK_c6.avi:3.68 s,146658,790.0045,624.9967,92
93,MASK_c6.avi:3.72 s,146691,789.9805,624.9967,93
94,MASK_c6.avi:3.76 s,146691,789.9805,624.9967,94
95,MASK_c6.avi:3.80 s,146691,789.9805,624.9967,95
96,MASK_c6.avi:3.84 s,146691,789.9805,624.9967,96
97,MASK_c6.avi:3.88 s,146691,789.9805,624.9967,97
98,MASK_c6.avi:3.92 s,146654,789.9881,624.9633,98
99,MASK_c6.avi:3.96 s,146654,789.9881,624.9633,99
100,MASK_c6.avi:4.00 s,146654,789.9881,624.9633,100
101,MASK_c6.avi:4.04 s,146654,789.9881,624.9633,101
102,MASK_c6.avi:4.08 s,146667,790.0204,624.9809,102
103,MASK_c6.avi:4.12 s,146667,790.0204,624.9809,103
104,MASK_c6.avi:4.16 s,146667,790.0204,624.9809,104
105,MASK_c6.avi:4.20 s,146664,789.9978,625.0060,105
106,MASK_c6.avi:4.24 s,146664,789.9978,625.0060,106
107,MASK_c6.avi:4.28 s,146664,789.9978,625.0060,107
108,MASK_c6.avi:4.32 s,146664,789.9978,625.0060,108
109,MASK_c6.avi:4.36 s,146664,789.9978,625.0060,109
110,MASK_c6.avi:4.40 s,146682,790.0188,624.9981,110
111,MASK_c6.avi:4.44 s,146682,790.0188,624.9981,111
112,MASK_c6.avi:4.48 s,146682,790.0188,624.9981,112
113,MASK_c6.avi:4.52 s,146679,789.9842,624.9781,113
114,MASK_c6.avi:4.56 s,146679,789.9842,624.9781,114
115,MASK_c6.avi:4.60 s,146679,789.9842,624.9781,115
116,MASK_c6.avi:4.64 s,146679,789.9842,624.9781,116
117,MASK_c6.avi:4.68 s,146679,789.9842,624.9781,117
118,MASK_c6.avi:4.72 s,146707,790.0295,624.9920,118
119,MASK_c6.avi:4.76 s,146707,790.0295,624.9920,119
120,MASK_c6.avi:4.80 s,146707,790.0295,624.9920,120
121,MASK_c6.avi:4.84 s,146686,790.0226,624.9927,121
122,MASK_c6.avi:4.88 s,146686,790.0226,624.9927,122
123,MASK_c6.avi:4.92 s,146686,790.0226,624.9927,123
124,MASK_c6.avi:4.96 s,146686,790.0226,624.9927,124
125,MASK_c6.avi:5.00 s,146673,790.0617,624.9457,125
126,MASK_c6.avi:5.04 s,146673,790.0617,624.9457,126
127,MASK_c6.avi:5.08 s,146673,790.0617,624.9457,127
128,MASK_c6.avi:5.12 s,146673,790.0617,624.9457,128
129,MASK_c6.avi:5.16 s,146711,790.0240,624.9570,129
130,MASK_c6.avi:5.20 s,146711,790.0240,624.9570,130
131,MASK_c6.avi:5.24 s,146711,790.0240,624.9570,131
132,MASK_c6.avi:5.28 s,146711,790.0240,624.9570,132
133,MASK_c6.avi:5.32 s,146684,789.9917,624.9290,133
134,MASK_c6.avi:5.36 s,146684,789.9917,624.9290,134
135,MASK_c6.avi:5.40 s,146684,789.9917,624.9290,135
136,MASK_c6.avi:5.44 s,146684,789.9917,624.9290,136
137,MASK_c6.avi:5.48 s,146684,789.9917,624.9290,137
138,MASK_c6.avi:5.52 s,146699,789.9837,624.9492,138
139,MASK_c6.avi:5.56 s,146699,789.9837,624.9492,139
140,MASK_c6.avi:5.60 s,146699,789.9837,624.9492,140
141,MASK_c6.avi:5.64 s,146709,789.9744,624.9525,141
142,MASK_c6.avi:5.68 s,146709,789.9744,624.9525,142
143,MASK_c6.avi:5.72 s,146709,789.9744,624.9525,143
144,MASK_c6.avi:5.76 s,146709,789.9744,624.9525,144
145,MASK_c6.avi:5.80 s,146709,789.9744,624.9525,145
146,MASK_c6.avi:5.84 s,146696,789.9638,624.9551,146
147,MASK_c6.avi:5.88 s,146696,789.9638,624.9551,147
