 ,Label,Area,X,Y,Slice
1,MASK_c12.avi:0.04 s,173166,694.3177,494.2767,1
2,MASK_c12.avi:0.08 s,173166,694.3177,494.2767,2
3,MASK_c12.avi:0.12 s,173166,694.3177,494.2767,3
4,MASK_c12.avi:0.16 s,173166,694.3177,494.2767,4
5,MASK_c12.avi:0.20 s,173125,694.2508,494.2250,5
6,MASK_c12.avi:0.24 s,173125,694.2508,494.2250,6
7,MASK_c12.avi:0.28 s,173125,694.2508,494.2250,7
8,MASK_c12.avi:0.32 s,173125,694.2508,494.2250,8
9,MASK_c12.avi:0.36 s,173099,694.2249,494.2268,9
10,MASK_c12.avi:0.40 s,173099,694.2249,494.2268,10
11,MASK_c12.avi:0.44 s,173099,694.2249,494.2268,11
12,MASK_c12.avi:0.48 s,173099,694.2249,494.2268,12
13,MASK_c12.avi:0.52 s,173116,694.2586,494.2459,13
14,MASK_c12.avi:0.56 s,173116,694.2586,494.2459,14
15,MASK_c12.avi:0.60 s,173116,694.2586,494.2459,15
16,MASK_c12.avi:0.64 s,173116,694.2586,494.2459,16
17,MASK_c12.avi:0.68 s,173127,694.3061,494.2161,17
18,MASK_c12.avi:0.72 s,173127,694.3061,494.2161,18
19,MASK_c12.avi:0.76 s,173127,694.3061,494.2161,19
20,MASK_c12.avi:0.80 s,173127,694.3061,494.2161,20
21,MASK_c12.avi:0.84 s,173145,694.2865,494.2738,21
22,MASK_c12.avi:0.88 s,173145,694.2865,494.2738,22
23,MASK_c12.avi:0.92 s,173145,694.2865,494.2738,23
24,MASK_c12.avi:0.96 s,173145,694.2865,494.2738,24
25,MASK_c12.avi:1.00 s,173132,694.3181,494.2862,25
26,MASK_c12.avi:1.04 s,173132,694.3181,494.2862,26
27,MASK_c12.avi:1.08 s,173132,694.3181,494.2862,27
28,MASK_c12.avi:1.12 s,173132,694.3181,494.2862,28
29,MASK_c12.avi:1.16 s,173150,694.3839,494.3103,29
30,MASK_c12.avi:1.20 s,173150,694.3839,494.3103,30
31,MASK_c12.avi:1.24 s,173150,694.3839,494.3103,31
32,MASK_c12.avi:1.28 s,173150,694.3839,494.3103,32
33,MASK_c12.avi:1.32 s,173136,694.4017,494.2863,33
34,MASK_c12.avi:1.36 s,173136,694.4017,494.2863,34
35,MASK_c12.avi:1.40 s,173136,694.4017,494.2863,35
36,MASK_c12.avi:1.44 s,173136,694.4017,494.2863,36
37,MASK_c12.avi:1.48 s,173140,694.3668,494.2908,37
38,MASK_c12.avi:1.52 s,173140,694.3668,494.2908,38
39,MASK_c12.avi:1.56 s,173140,694.3668,494.2908,39
40,MASK_c12.avi:1.60 s,173140,694.3668,494.2908,40
41,MASK_c12.avi:1.64 s,173140,694.3668,494.2908,41
42,MASK_c12.avi:1.68 s,173171,694.3715,494.2034,42
43,MASK_c12.avi:1.72 s,173171,694.3715,494.2034,43
44,MASK_c12.avi:1.76 s,173171,694.3715,494.2034,44
45,MASK_c12.avi:1.80 s,173193,694.3653,494.1803,45
46,MASK_c12.avi:1.84 s,173193,694.3653,494.1803,46
47,MASK_c12.avi:1.88 s,173193,694.3653,494.1803,47
48,MASK_c12.avi:1.92 s,173193,694.3653,494.1803,48
49,MASK_c12.avi:1.96 s,173197,694.2325,494.2278,49
50,MASK_c12.avi:2.00 s,173197,694.2325,494.2278,50
51,MASK_c12.avi:2.04 s,173197,694.2325,494.2278,51
52,MASK_c12.avi:2.08 s,173197,694.2325,494.2278,52
53,MASK_c12.avi:2.12 s,173170,694.2596,494.1877,53
54,MASK_c12.avi:2.16 s,173170,694.2596,494.1877,54
55,MASK_c12.avi:2.20 s,173170,694.2596,494.1877,55
56,MASK_c12.avi:2.24 s,173170,694.2596,494.1877,56
57,MASK_c12.avi:2.28 s,173155,694.2381,494.2051,57
